tick,cell_id,cx,cy,y_min,y_max,auxin
36,553,56.5,272.001662827651,269.1175807576851,274.8857448976169,33.2648
36,560,85.5,272.001662827651,269.1175807576851,274.8857448976169,33.2648
36,567,56.5,277.7698269675829,274.8857448976169,280.6539090375489,34.8467
36,574,85.5,277.7698269675829,274.8857448976169,280.6539090375489,34.8467
36,581,56.5,283.5379911075149,280.6539090375489,286.4220731774809,34.9129
36,588,85.5,283.5379911075149,280.6539090375489,286.4220731774809,34.9129
36,595,56.5,289.30615524744684,286.4220731774809,292.19023731741277,34.9422
36,602,85.5,289.30615524744684,286.4220731774809,292.19023731741277,34.9422
36,609,56.5,295.07431938737864,292.19023731741277,297.9584014573445,35.0212
36,616,85.5,295.07431938737864,292.19023731741277,297.9584014573445,35.0212
36,623,56.5,300.8424835273105,297.9584014573445,303.7265655972765,36.3151
36,630,85.5,300.8424835273105,297.9584014573445,303.7265655972765,36.3151
36,637,56.5,311.225178979188,303.7265655972765,318.7237923610995,33.4646
36,644,85.5,311.225178979188,303.7265655972765,318.7237923610995,33.4646
36,651,56.5,326.79922215700424,318.7237923610995,334.874651952909,35.1881
36,658,85.5,326.79922215700424,318.7237923610995,334.874651952909,35.1881
36,665,56.5,344.10371457680003,334.874651952909,353.3327772006911,35.1518
36,672,85.5,344.10371457680003,334.874651952909,353.3327772006911,35.1518
36,679,56.5,364.2922890665617,353.3327772006911,375.25180093243233,35.1173
36,686,85.5,364.2922890665617,353.3327772006911,375.25180093243233,35.1173
36,693,56.5,388.51857845427566,375.25180093243233,401.785355976119,35.1008
36,700,85.5,388.51857845427566,375.25180093243233,401.785355976119,35.1008
36,707,56.5,417.8164660647708,401.785355976119,433.84757615342266,35.0545
36,714,85.5,417.8164660647708,401.785355976119,433.84757615342266,35.0545
36,721,56.5,451.5847294148696,433.84757615342266,469.3218826763166,35.1418
36,728,85.5,451.5847294148696,433.84757615342266,469.3218826763166,35.1418
36,735,56.5,490.0063649660749,469.3218826763166,510.69084725583315,35.2162
36,742,85.5,490.0063649660749,469.3218826763166,510.69084725583315,35.2162
36,749,56.5,538.4383234981921,510.69084725583315,566.1857997405509,27.2748
36,756,85.5,538.4383234981921,510.69084725583315,566.1857997405509,27.2748
36,763,56.5,593.9332759829094,566.1857997405509,621.6807522252681,18.6728
36,770,85.5,593.9332759829094,566.1857997405509,621.6807522252681,18.6728
36,777,56.5,649.4282284676269,621.6807522252681,677.1757047099859,18.7444
36,784,85.5,649.4282284676269,621.6807522252681,677.1757047099859,18.7444
36,791,56.5,704.9231809523444,677.1757047099859,732.6706571947029,18.7444
36,798,85.5,704.9231809523444,677.1757047099859,732.6706571947029,18.7444
36,805,56.5,760.4181334370619,732.6706571947029,788.1656096794209,18.7404
36,812,85.5,760.4181334370619,732.6706571947029,788.1656096794209,18.7404
36,819,56.5,1004.1656096794209,788.1656096794209,1200.0,18.7011
36,826,85.5,1004.1656096794209,788.1656096794209,1200.0,18.7011
37,64,56.5,75.89555430753313,74.0,78.79110861506629,376.846
37,71,85.5,75.89555430753313,74.0,78.79110861506629,376.846
37,79,56.5,81.68666292259945,78.79110861506629,84.58221723013261,347.713
37,86,85.5,81.68666292259945,78.79110861506629,84.58221723013261,347.713
37,94,56.5,87.47777153766575,84.58221723013261,90.37332584519888,306.462
37,101,85.5,87.47777153766575,84.58221723013261,90.37332584519888,306.462
37,109,56.5,93.26888015273207,90.37332584519888,96.16443446026526,226.906
37,116,85.5,93.26888015273207,90.37332584519888,96.16443446026526,226.906
37,124,56.5,99.0599887677984,96.16443446026526,101.95554307533155,109.92
37,131,85.5,99.0599887677984,96.16443446026526,101.95554307533155,109.92
37,140,56.5,104.8510973828647,101.95554307533155,107.74665169039784,74.5569
37,147,85.5,104.8510973828647,101.95554307533155,107.74665169039784,74.5569
37,155,56.5,110.64220599793103,107.74665169039784,113.5377603054642,69.7002
37,162,85.5,110.64220599793103,107.74665169039784,113.5377603054642,69.7002
37,170,56.5,116.43331461299735,113.5377603054642,119.32886892053051,69.2897
37,177,85.5,116.43331461299735,113.5377603054642,119.32886892053051,69.2897
37,185,56.5,122.22442322806367,119.32886892053051,125.11997753559682,69.1532
37,192,85.5,122.22442322806367,119.32886892053051,125.11997753559682,69.1532
37,199,56.5,128.01553184312996,125.11997753559682,130.9110861506631,69.2783
37,206,85.5,128.01553184312996,125.11997753559682,130.9110861506631,69.2783
37,214,56.5,133.80664045819623,130.9110861506631,136.7021947657294,69.1857
37,221,85.5,133.80664045819623,130.9110861506631,136.7021947657294,69.1857
37,229,56.5,139.59774907326255,136.7021947657294,142.49330338079568,69.1974
37,236,85.5,139.59774907326255,136.7021947657294,142.49330338079568,69.1974
37,243,56.5,145.38885768832884,142.49330338079568,148.284411995862,69.2344
37,250,85.5,145.38885768832884,142.49330338079568,148.284411995862,69.2344
37,257,56.5,151.17996630339516,148.284411995862,154.07552061092832,69.1576
37,264,85.5,151.17996630339516,148.284411995862,154.07552061092832,69.1576
37,271,56.5,156.97107491846145,154.07552061092832,159.86662922599461,69.2434
37,278,85.5,156.97107491846145,154.07552061092832,159.86662922599461,69.2434
37,285,56.5,162.76218353352778,159.86662922599461,165.65773784106096,69.295
37,292,85.5,162.76218353352778,159.86662922599461,165.65773784106096,69.295
37,300,56.5,168.5532921485941,165.65773784106096,171.44884645612723,69.3781
37,307,85.5,168.5532921485941,165.65773784106096,171.44884645612723,69.3781
37,315,56.5,174.34440076366047,171.44884645612723,177.23995507119372,69.3866
37,322,85.5,174.34440076366047,171.44884645612723,177.23995507119372,69.3866
37,329,56.5,180.13550937872688,177.23995507119372,183.03106368626004,69.3871
37,336,85.5,180.13550937872688,177.23995507119372,183.03106368626004,69.3871
37,343,56.5,185.92661799379306,183.03106368626004,188.82217230132608,69.3874
37,350,85.5,185.92661799379306,183.03106368626004,188.82217230132608,69.3874
37,357,56.5,191.7177266088592,188.82217230132608,194.61328091639234,69.3874
37,364,85.5,191.7177266088592,188.82217230132608,194.61328091639234,69.3874
37,371,56.5,197.5088352239256,194.61328091639234,200.40438953145883,69.3874
37,378,85.5,197.5088352239256,194.61328091639234,200.40438953145883,69.3874
37,385,56.5,203.29994383899202,200.40438953145883,206.1954981465252,69.3874
37,392,85.5,203.29994383899202,200.40438953145883,206.1954981465252,69.3874
37,399,56.5,209.0910524540583,206.1954981465252,211.98660676159142,69.3874
37,406,85.5,209.0910524540583,206.1954981465252,211.98660676159142,69.3874
37,413,56.5,214.88216106912463,211.98660676159142,217.77771537665785,69.3874
37,420,85.5,214.88216106912463,211.98660676159142,217.77771537665785,69.3874
37,427,56.5,220.67326968419096,217.77771537665785,223.56882399172406,69.3874
37,434,85.5,220.67326968419096,217.77771537665785,223.56882399172406,69.3874
37,441,56.5,226.46437829925728,223.56882399172406,229.3599326067905,69.3876
37,448,85.5,226.46437829925728,223.56882399172406,229.3599326067905,69.3876
37,455,56.5,232.25548691432363,229.3599326067905,235.15104122185676,69.3905
37,462,85.5,232.25548691432363,229.3599326067905,235.15104122185676,69.3905
37,469,56.5,238.04659552938986,235.15104122185676,240.94214983692297,69.4055
37,476,85.5,238.04659552938986,235.15104122185676,240.94214983692297,69.4055
37,483,56.5,243.83770414445613,240.94214983692297,246.7332584519893,69.3136
37,490,85.5,243.83770414445613,240.94214983692297,246.7332584519893,69.3136
37,497,56.5,249.6288127595225,246.7332584519893,252.52436706705572,69.3014
37,504,85.5,249.6288127595225,246.7332584519893,252.52436706705572,69.3014
37,511,56.5,255.41992137458882,252.52436706705572,258.3154756821219,69.2118
37,518,85.5,255.41992137458882,252.52436706705572,258.3154756821219,69.2118
37,525,56.5,261.21102998965506,258.3154756821219,264.1065842971882,68.8389
37,532,85.5,261.21102998965506,258.3154756821219,264.1065842971882,68.8389
37,539,56.5,267.0021386047214,264.1065842971882,269.89769291225457,53.0045
37,546,85.5,267.0021386047214,264.1065842971882,269.89769291225457,53.0045
37,553,56.5,272.79324721978765,269.89769291225457,275.6888015273208,33.5726
37,560,85.5,272.79324721978765,269.89769291225457,275.6888015273208,33.5726
37,567,56.5,278.58435583485397,275.6888015273208,281.47991014238715,35.2322
37,574,85.5,278.58435583485397,275.6888015273208,281.47991014238715,35.2322
37,581,56.5,284.37546444992034,281.47991014238715,287.27101875745353,35.3001
37,588,85.5,284.37546444992034,281.47991014238715,287.27101875745353,35.3001
37,595,56.5,290.16657306498666,287.27101875745353,293.0621273725198,35.3295
37,602,85.5,290.16657306498666,287.27101875745353,293.0621273725198,35.3295
37,609,56.5,295.9576816800529,293.0621273725198,298.85323598758595,35.4129
37,616,85.5,295.9576816800529,293.0621273725198,298.85323598758595,35.4129
37,623,56.5,301.7487902951191,298.85323598758595,304.64434460265227,36.7926
37,630,85.5,301.7487902951191,298.85323598758595,304.64434460265227,36.7926
37,637,56.5,312.17278580223854,304.64434460265227,319.70122700182475,33.7555
37,644,85.5,312.17278580223854,304.64434460265227,319.70122700182475,33.7555
37,651,56.5,327.80877906291767,319.70122700182475,335.9163311240106,35.5821
37,658,85.5,327.80877906291767,319.70122700182475,335.9163311240106,35.5821
37,665,56.5,345.1821049081167,335.9163311240106,354.44787869222273,35.544
37,672,85.5,345.1821049081167,335.9163311240106,354.44787869222273,35.544
37,679,56.5,365.45098506084867,354.44787869222273,376.45409142947466,35.5068
37,686,85.5,365.45098506084867,354.44787869222273,376.45409142947466,35.5068
37,693,56.5,389.7736412441271,376.45409142947466,403.0931910587795,35.4881
37,700,85.5,389.7736412441271,376.45409142947466,403.0931910587795,35.4881
37,707,56.5,419.12829111260896,403.0931910587795,435.16339116643843,35.4374
37,714,85.5,419.12829111260896,403.0931910587795,435.16339116643843,35.4374
37,721,56.5,452.9049590082527,435.16339116643843,470.64652685006695,35.5332
37,728,85.5,452.9049590082527,435.16339116643843,470.64652685006695,35.5332
37,735,56.5,491.3361572776396,470.64652685006695,512.0257877052122,35.6122
37,742,85.5,491.3361572776396,470.64652685006695,512.0257877052122,35.6122
37,749,56.5,539.7801699861026,512.0257877052122,567.5345522669929,27.6843
37,756,85.5,539.7801699861026,512.0257877052122,567.5345522669929,27.6843
37,763,56.5,595.288934547883,567.5345522669929,623.0433168287728,19.1299
37,770,85.5,595.288934547883,567.5345522669929,623.0433168287728,19.1299
37,777,56.5,650.7976991096632,623.0433168287728,678.5520813905536,19.2075
37,784,85.5,650.7976991096632,623.0433168287728,678.5520813905536,19.2075
37,791,56.5,706.3064636714435,678.5520813905536,734.0608459523335,19.2075
37,798,85.5,706.3064636714435,678.5520813905536,734.0608459523335,19.2075
37,805,56.5,761.8152282332239,734.0608459523335,789.5696105141143,19.206
37,812,85.5,761.8152282332239,734.0608459523335,789.5696105141143,19.206
37,819,56.5,1005.5696105141144,789.5696105141143,1200.0,19.1588
37,826,85.5,1005.5696105141144,789.5696105141143,1200.0,19.1588
38,64,56.5,75.90707217911199,74.0,78.81414435822401,376.432
38,71,85.5,75.90707217911199,74.0,78.81414435822401,376.432
38,79,56.5,81.72121653733602,78.81414435822401,84.62828871644803,346.356
38,86,85.5,81.72121653733602,78.81414435822401,84.62828871644803,346.356
38,94,56.5,87.53536089556002,84.62828871644803,90.44243307467201,304.698
38,101,85.5,87.53536089556002,84.62828871644803,90.44243307467201,304.698
38,109,56.5,93.34950525378406,90.44243307467201,96.2565774328961,226.626
38,116,85.5,93.34950525378406,90.44243307467201,96.2565774328961,226.626
38,124,56.5,99.1636496120081,96.2565774328961,102.07072179112009,111.412
38,131,85.5,99.1636496120081,96.2565774328961,102.07072179112009,111.412
38,140,56.5,104.97779397023209,102.07072179112009,107.88486614934408,75.1974
38,147,85.5,104.97779397023209,102.07072179112009,107.88486614934408,75.1974
38,155,56.5,110.79193832845613,107.88486614934408,113.69901050756816,70.0074
38,162,85.5,110.79193832845613,107.88486614934408,113.69901050756816,70.0074
38,170,56.5,116.60608268668017,113.69901050756816,119.51315486579217,69.5528
38,177,85.5,116.60608268668017,113.69901050756816,119.51315486579217,69.5528
38,185,56.5,122.42022704490418,119.51315486579217,125.32729922401619,69.4027
38,192,85.5,122.42022704490418,119.51315486579217,125.32729922401619,69.4027
38,199,56.5,128.2343714031282,125.32729922401619,131.14144358224019,69.5151
38,206,85.5,128.2343714031282,125.32729922401619,131.14144358224019,69.5151
38,214,56.5,134.04851576135218,131.14144358224019,136.95558794046417,69.4509
38,221,85.5,134.04851576135218,131.14144358224019,136.95558794046417,69.4509
38,229,56.5,139.86266011957616,136.95558794046417,142.76973229868815,69.441
38,236,85.5,139.86266011957616,136.95558794046417,142.76973229868815,69.441
38,243,56.5,145.6768044778002,142.76973229868815,148.58387665691222,69.4944
38,250,85.5,145.6768044778002,142.76973229868815,148.58387665691222,69.4944
38,257,56.5,151.49094883602424,148.58387665691222,154.39802101513624,69.4033
38,264,85.5,151.49094883602424,148.58387665691222,154.39802101513624,69.4033
38,271,56.5,157.30509319424823,154.39802101513624,160.21216537336022,69.4994
38,278,85.5,157.30509319424823,154.39802101513624,160.21216537336022,69.4994
38,285,56.5,163.11923755247227,160.21216537336022,166.02630973158432,69.5495
38,292,85.5,163.11923755247227,160.21216537336022,166.02630973158432,69.5495
38,300,56.5,168.9333819106963,166.02630973158432,171.84045408980828,69.6318
38,307,85.5,168.9333819106963,166.02630973158432,171.84045408980828,69.6318
38,315,56.5,174.74752626892035,171.84045408980828,177.65459844803246,69.6402
38,322,85.5,174.74752626892035,171.84045408980828,177.65459844803246,69.6402
38,329,56.5,180.56167062714445,177.65459844803246,183.46874280625647,69.6407
38,336,85.5,180.56167062714445,177.65459844803246,183.46874280625647,69.6407
38,343,56.5,186.37581498536838,183.46874280625647,189.28288716448026,69.641
38,350,85.5,186.37581498536838,183.46874280625647,189.28288716448026,69.641
38,357,56.5,192.18995934359225,189.28288716448026,195.0970315227042,69.641
38,364,85.5,192.18995934359225,189.28288716448026,195.0970315227042,69.641
38,371,56.5,198.00410370181632,195.0970315227042,200.91117588092843,69.641
38,378,85.5,198.00410370181632,195.0970315227042,200.91117588092843,69.641
38,385,56.5,203.81824806004047,200.91117588092843,206.72532023915252,69.641
38,392,85.5,203.81824806004047,200.91117588092843,206.72532023915252,69.641
38,399,56.5,209.6323924182645,206.72532023915252,212.53946459737642,69.641
38,406,85.5,209.6323924182645,206.72532023915252,212.53946459737642,69.641
38,413,56.5,215.44653677648847,212.53946459737642,218.35360895560055,69.641
38,420,85.5,215.44653677648847,212.53946459737642,218.35360895560055,69.641
38,427,56.5,221.2606811347125,218.35360895560055,224.16775331382448,69.641
38,434,85.5,221.2606811347125,218.35360895560055,224.16775331382448,69.641
38,441,56.5,227.07482549293655,224.16775331382448,229.9818976720486,69.6414
38,448,85.5,227.07482549293655,224.16775331382448,229.9818976720486,69.6414
38,455,56.5,232.8889698511606,229.9818976720486,235.79604203027256,69.645
38,462,85.5,232.8889698511606,229.9818976720486,235.79604203027256,69.645
38,469,56.5,238.70311420938452,235.79604203027256,241.61018638849652,69.6416
38,476,85.5,238.70311420938452,235.79604203027256,241.61018638849652,69.6416
38,483,56.5,244.51725856760854,241.61018638849652,247.42433074672056,69.5759
38,490,85.5,244.51725856760854,241.61018638849652,247.42433074672056,69.5759
38,497,56.5,250.3314029258326,247.42433074672056,253.23847510494468,69.5415
38,504,85.5,250.3314029258326,247.42433074672056,253.23847510494468,69.5415
38,511,56.5,256.14554728405665,253.23847510494468,259.05261946316864,69.4724
38,518,85.5,256.14554728405665,253.23847510494468,259.05261946316864,69.4724
38,525,56.5,261.95969164228063,259.05261946316864,264.86676382139257,69.0846
38,532,85.5,261.95969164228063,259.05261946316864,264.86676382139257,69.0846
38,539,56.5,267.7738360005046,264.86676382139257,270.68090817961667,53.371
38,546,85.5,267.7738360005046,264.86676382139257,270.68090817961667,53.371
38,553,56.5,273.5879803587286,270.68090817961667,276.4950525378406,33.8792
38,560,85.5,273.5879803587286,270.68090817961667,276.4950525378406,33.8792
38,567,56.5,279.40212471695264,276.4950525378406,282.3091968960647,35.6161
38,574,85.5,279.40212471695264,276.4950525378406,282.3091968960647,35.6161
38,581,56.5,285.21626907517674,282.3091968960647,288.1233412542888,35.6858
38,588,85.5,285.21626907517674,282.3091968960647,288.1233412542888,35.6858
38,595,56.5,291.0304134334008,288.1233412542888,293.9374856125127,35.7155
38,602,85.5,291.0304134334008,288.1233412542888,293.9374856125127,35.7155
38,609,56.5,296.84455779162465,293.9374856125127,299.7516299707366,35.8035
38,616,85.5,296.84455779162465,293.9374856125127,299.7516299707366,35.8035
38,623,56.5,302.65870214984864,299.7516299707366,305.56577432896063,37.2718
38,630,85.5,302.65870214984864,299.7516299707366,305.56577432896063,37.2718
38,637,56.5,313.1241619946519,305.56577432896063,320.6825496603431,34.0418
38,644,85.5,313.1241619946519,305.56577432896063,320.6825496603431,34.0418
38,651,56.5,328.8223517618568,320.6825496603431,336.96215386337053,35.9748
38,658,85.5,328.8223517618568,320.6825496603431,336.96215386337053,35.9748
38,665,56.5,346.264784836529,336.96215386337053,355.56741580968736,35.9348
38,672,85.5,346.264784836529,336.96215386337053,355.56741580968736,35.9348
38,679,56.5,366.614290090313,355.56741580968736,377.6611643709386,35.8948
38,686,85.5,366.614290090313,355.56741580968736,377.6611643709386,35.8948
38,693,56.5,391.03369639485373,377.6611643709386,404.4062284187689,35.8736
38,700,85.5,391.03369639485373,377.6611643709386,404.4062284187689,35.8736
38,707,56.5,420.44531943083393,404.4062284187689,436.48441044289905,35.8188
38,714,85.5,420.44531943083393,404.4062284187689,436.48441044289905,35.8188
38,721,56.5,454.2303939638206,436.48441044289905,471.97637748474216,35.9232
38,728,85.5,454.2303939638206,436.48441044289905,471.97637748474216,35.9232
38,735,56.5,492.6711573314434,471.97637748474216,513.3659371781447,36.0069
38,742,85.5,492.6711573314434,471.97637748474216,513.3659371781447,36.0069
38,749,56.5,541.1272272164028,513.3659371781447,568.8885172546609,28.0916
38,756,85.5,541.1272272164028,513.3659371781447,568.8885172546609,28.0916
38,763,56.5,596.6498072929185,568.8885172546609,624.411097331176,19.5846
38,770,85.5,596.6498072929185,568.8885172546609,624.411097331176,19.5846
38,777,56.5,652.1723873694341,624.411097331176,679.9336774076921,19.6684
38,784,85.5,652.1723873694341,624.411097331176,679.9336774076921,19.6684
38,791,56.5,707.6949674459498,679.9336774076921,735.4562574842075,19.6684
38,798,85.5,707.6949674459498,679.9336774076921,735.4562574842075,19.6684
38,805,56.5,763.2175475224656,735.4562574842075,790.9788375607236,19.6698
38,812,85.5,763.2175475224656,735.4562574842075,790.9788375607236,19.6698
38,819,56.5,1006.9788375607236,790.9788375607236,1200.0,19.6139
38,826,85.5,1006.9788375607236,790.9788375607236,1200.0,19.6139
39,64,56.5,75.91863586622446,74.0,78.83727173244894,376.038
39,71,85.5,75.91863586622446,74.0,78.83727173244894,376.038
39,79,56.5,81.75590759867342,78.83727173244894,84.6745434648979,345.015
39,86,85.5,81.75590759867342,78.83727173244894,84.6745434648979,345.015
39,94,56.5,87.59317933112234,84.6745434648979,90.5118151973468,302.979
39,101,85.5,87.59317933112234,84.6745434648979,90.5118151973468,302.979
39,109,56.5,93.43045106357133,90.5118151973468,96.34908692979583,226.323
39,116,85.5,93.43045106357133,90.5118151973468,96.34908692979583,226.323
39,124,56.5,99.26772279602031,96.34908692979583,102.18635866224477,112.878
39,131,85.5,99.26772279602031,96.34908692979583,102.18635866224477,112.878
39,140,56.5,105.10499452846923,102.18635866224477,108.0236303946937,75.8475
39,147,85.5,105.10499452846923,102.18635866224477,108.0236303946937,75.8475
39,155,56.5,110.9422662609182,108.0236303946937,113.86090212714271,70.3184
39,162,85.5,110.9422662609182,108.0236303946937,113.86090212714271,70.3184
39,170,56.5,116.77953799336719,113.86090212714271,119.69817385959166,69.816
39,177,85.5,116.77953799336719,113.86090212714271,119.69817385959166,69.816
39,185,56.5,122.61680972581614,119.69817385959166,125.53544559204062,69.6521
39,192,85.5,122.61680972581614,119.69817385959166,125.53544559204062,69.6521
39,199,56.5,128.45408145826508,125.53544559204062,131.37271732448954,69.7525
39,206,85.5,128.45408145826508,125.53544559204062,131.37271732448954,69.7525
39,214,56.5,134.291353190714,131.37271732448954,137.20998905693847,69.7143
39,221,85.5,134.291353190714,131.37271732448954,137.20998905693847,69.7143
39,229,56.5,140.12862492316293,137.20998905693847,143.0472607893874,69.685
39,236,85.5,140.12862492316293,137.20998905693847,143.0472607893874,69.685
39,243,56.5,145.96589665561189,143.0472607893874,148.88453252183638,69.7532
39,250,85.5,145.96589665561189,143.0472607893874,148.88453252183638,69.7532
39,257,56.5,151.80316838806087,148.88453252183638,154.72180425428536,69.649
39,264,85.5,151.80316838806087,148.88453252183638,154.72180425428536,69.649
39,271,56.5,157.64044012050982,154.72180425428536,160.55907598673426,69.7545
39,278,85.5,157.64044012050982,154.72180425428536,160.55907598673426,69.7545
39,285,56.5,163.47771185295875,160.55907598673426,166.39634771918327,69.8035
39,292,85.5,163.47771185295875,160.55907598673426,166.39634771918327,69.8035
39,300,56.5,169.31498358540773,166.39634771918327,172.23361945163217,69.8845
39,307,85.5,169.31498358540773,166.39634771918327,172.23361945163217,69.8845
39,315,56.5,175.1522553178567,172.23361945163217,178.0708911840813,69.8929
39,322,85.5,175.1522553178567,172.23361945163217,178.0708911840813,69.8929
39,329,56.5,180.98952705030575,178.0708911840813,183.90816291653024,69.8936
39,336,85.5,180.98952705030575,178.0708911840813,183.90816291653024,69.8936
39,343,56.5,186.82679878275462,183.90816291653024,189.74543464897897,69.8939
39,350,85.5,186.82679878275462,183.90816291653024,189.74543464897897,69.8939
39,357,56.5,192.6640705152034,189.74543464897897,195.58270638142784,69.8939
39,364,85.5,192.6640705152034,189.74543464897897,195.58270638142784,69.8939
39,371,56.5,198.50134224765242,195.58270638142784,201.419978113877,69.8939
39,378,85.5,198.50134224765242,195.58270638142784,201.419978113877,69.8939
39,385,56.5,204.3386139801015,201.419978113877,207.25724984632603,69.8939
39,392,85.5,204.3386139801015,201.419978113877,207.25724984632603,69.8939
39,399,56.5,210.17588571255044,207.25724984632603,213.09452157877487,69.8939
39,406,85.5,210.17588571255044,207.25724984632603,213.09452157877487,69.8939
39,413,56.5,216.01315744499942,213.09452157877487,218.93179331122394,69.8939
39,420,85.5,216.01315744499942,213.09452157877487,218.93179331122394,69.8939
39,427,56.5,221.85042917744835,218.93179331122394,224.76906504367278,69.8939
39,434,85.5,221.85042917744835,218.93179331122394,224.76906504367278,69.8939
39,441,56.5,227.68770090989733,224.76906504367278,230.60633677612185,69.8943
39,448,85.5,227.68770090989733,224.76906504367278,230.60633677612185,69.8943
39,455,56.5,233.5249726423463,230.60633677612185,236.44360850857075,69.899
39,462,85.5,233.5249726423463,230.60633677612185,236.44360850857075,69.899
39,469,56.5,239.36224437479518,236.44360850857075,242.28088024101964,69.8783
39,476,85.5,239.36224437479518,236.44360850857075,242.28088024101964,69.8783
39,483,56.5,245.19951610724414,242.28088024101964,248.11815197346863,69.8368
39,490,85.5,245.19951610724414,242.28088024101964,248.11815197346863,69.8368
39,497,56.5,251.03678783969315,248.11815197346863,253.95542370591767,69.7816
39,504,85.5,251.03678783969315,248.11815197346863,253.95542370591767,69.7816
39,511,56.5,256.8740595721421,253.95542370591767,259.79269543836654,69.7316
39,518,85.5,256.8740595721421,253.95542370591767,259.79269543836654,69.7316
39,525,56.5,262.711331304591,259.79269543836654,265.62996717081546,69.3305
39,532,85.5,262.711331304591,259.79269543836654,265.62996717081546,69.3305
39,539,56.5,268.54860303704,265.62996717081546,271.4672389032645,53.7365
39,546,85.5,268.54860303704,265.62996717081546,271.4672389032645,53.7365
39,553,56.5,274.3858747694889,271.4672389032645,277.3045106357133,34.1955
39,560,85.5,274.3858747694889,271.4672389032645,277.3045106357133,34.1955
39,567,56.5,280.22314650193783,277.3045106357133,283.14178236816235,35.9984
39,574,85.5,280.22314650193783,277.3045106357133,283.14178236816235,35.9984
39,581,56.5,286.0604182343869,283.14178236816235,288.9790541006114,36.0701
39,588,85.5,286.0604182343869,283.14178236816235,288.9790541006114,36.0701
39,595,56.5,291.89768996683586,288.9790541006114,294.81632583306026,36.1002
39,602,85.5,291.89768996683586,288.9790541006114,294.81632583306026,36.1002
39,609,56.5,297.73496169928467,294.81632583306026,300.6535975655091,36.193
39,616,85.5,297.73496169928467,294.81632583306026,300.6535975655091,36.193
39,623,56.5,303.5722334317336,300.6535975655091,306.49086929795806,37.7528
39,630,85.5,303.5722334317336,300.6535975655091,306.49086929795806,37.7528
39,637,56.5,314.0793225501417,306.49086929795806,321.66777580232537,34.3236
39,644,85.5,314.0793225501417,306.49086929795806,321.66777580232537,34.3236
39,651,56.5,329.839956227754,321.66777580232537,338.0121366531826,36.3662
39,658,85.5,329.839956227754,321.66777580232537,338.0121366531826,36.3662
39,665,56.5,347.3517714251009,338.0121366531826,356.6914061970192,36.3242
39,672,85.5,347.3517714251009,338.0121366531826,356.6914061970192,36.3242
39,679,56.5,367.78222248867223,356.6914061970192,378.8730387803252,36.2813
39,686,85.5,367.78222248867223,356.6914061970192,378.8730387803252,36.2813
39,693,56.5,392.2987637649577,378.8730387803252,405.7244887495902,36.2574
39,700,85.5,392.2987637649577,378.8730387803252,405.7244887495902,36.2574
39,707,56.5,421.76757171319605,405.7244887495902,437.8106546768019,36.1989
39,714,85.5,421.76757171319605,405.7244887495902,437.8106546768019,36.1989
39,721,56.5,455.56105497584423,437.8106546768019,473.31145527488655,36.3117
39,728,85.5,455.56105497584423,437.8106546768019,473.31145527488655,36.3117
39,735,56.5,494.01138582234967,473.31145527488655,514.7113163698128,36.4004
39,742,85.5,494.01138582234967,473.31145527488655,514.7113163698128,36.4004
39,749,56.5,542.4795158847026,514.7113163698128,570.2477153995924,28.4968
39,756,85.5,542.4795158847026,514.7113163698128,570.2477153995924,28.4968
39,763,56.5,598.0159149144818,570.2477153995924,625.7841144293711,20.037
39,770,85.5,598.0159149144818,570.2477153995924,625.7841144293711,20.037
39,777,56.5,653.552313944261,625.7841144293711,681.3205134591508,20.1272
39,784,85.5,653.552313944261,625.7841144293711,681.3205134591508,20.1272
39,791,56.5,709.0887129740402,681.3205134591508,736.8569124889295,20.1273
39,798,85.5,709.0887129740402,681.3205134591508,736.8569124889295,20.1273
39,805,56.5,764.6251120038194,736.8569124889295,792.3933115187092,20.1319
39,812,85.5,764.6251120038194,736.8569124889295,792.3933115187092,20.1319
39,819,56.5,1008.3933115187092,792.3933115187092,1200.0,20.0663
39,826,85.5,1008.3933115187092,792.3933115187092,1200.0,20.0663
40,64,56.5,75.93024555111455,74.0,78.86049110222913,375.663
40,71,85.5,75.93024555111455,74.0,78.86049110222913,375.663
40,79,56.5,81.7907366533437,78.86049110222913,84.72098220445827,343.693
40,86,85.5,81.7907366533437,78.86049110222913,84.72098220445827,343.693
40,94,56.5,87.65122775557282,84.72098220445827,90.58147330668737,301.305
40,101,85.5,87.65122775557282,84.72098220445827,90.58147330668737,301.305
40,109,56.5,93.51171885780198,90.58147330668737,96.44196440891658,226.0
40,116,85.5,93.51171885780198,90.58147330668737,96.44196440891658,226.0
40,124,56.5,99.37220996003114,96.44196440891658,102.3024555111457,114.316
40,131,85.5,99.37220996003114,96.44196440891658,102.3024555111457,114.316
40,140,56.5,105.23270106226025,102.3024555111457,108.16294661337481,76.5066
40,147,85.5,105.23270106226025,102.3024555111457,108.16294661337481,76.5066
40,155,56.5,111.09319216448941,108.16294661337481,114.02343771560402,70.633
40,162,85.5,111.09319216448941,108.16294661337481,114.02343771560402,70.633
40,170,56.5,116.95368326671858,114.02343771560402,119.88392881783315,70.0793
40,177,85.5,116.95368326671858,114.02343771560402,119.88392881783315,70.0793
40,185,56.5,122.81417436894772,119.88392881783315,125.74441992006228,69.9013
40,192,85.5,122.81417436894772,119.88392881783315,125.74441992006228,69.9013
