cell_id,cell_type,cx,cy,auxin,corners
801,epidermis,111.0,1008.0775874694821,147.441,"[[116, 978.86], [106, 978.86], [106, 1037.29], [116, 1037.29]]"
802,epidermis,31.0,1066.5061970573906,146.548,"[[36, 1037.29], [26, 1037.29], [26, 1095.72], [36, 1095.72]]"
803,cortex,41.5,1066.5061970573906,135.801,"[[47, 1037.29], [36, 1037.29], [36, 1095.72], [47, 1095.72]]"
804,endo,50.5,1066.5061970573906,130.046,"[[54, 1037.29], [47, 1037.29], [47, 1095.72], [54, 1095.72]]"
805,peri,56.5,1066.5061970573906,119.571,"[[59, 1037.29], [54, 1037.29], [54, 1095.72], [59, 1095.72]]"
806,vasc,61.0,1066.5061970573906,106.946,"[[63, 1037.29], [59, 1037.29], [59, 1095.72], [63, 1095.72]]"
807,vasc,65.0,1066.5061970573906,97.6215,"[[67, 1037.29], [63, 1037.29], [63, 1095.72], [67, 1095.72]]"
808,vasc,69.0,1066.5061970573906,93.4685,"[[71, 1037.29], [67, 1037.29], [67, 1095.72], [71, 1095.72]]"
809,vasc,73.0,1066.5061970573906,93.4685,"[[75, 1037.29], [71, 1037.29], [71, 1095.72], [75, 1095.72]]"
810,vasc,77.0,1066.5061970573906,97.6215,"[[79, 1037.29], [75, 1037.29], [75, 1095.72], [79, 1095.72]]"
811,vasc,81.0,1066.5061970573906,106.946,"[[83, 1037.29], [79, 1037.29], [79, 1095.72], [83, 1095.72]]"
812,peri,85.5,1066.5061970573906,119.571,"[[88, 1037.29], [83, 1037.29], [83, 1095.72], [88, 1095.72]]"
813,endo,91.5,1066.5061970573906,130.046,"[[95, 1037.29], [88, 1037.29], [88, 1095.72], [95, 1095.72]]"
814,cortex,100.5,1066.5061970573906,135.801,"[[106, 1037.29], [95, 1037.29], [95, 1095.72], [106, 1095.72]]"
815,epidermis,111.0,1066.5061970573906,146.548,"[[116, 1037.29], [106, 1037.29], [106, 1095.72], [116, 1095.72]]"
816,epidermis,31.0,1311.720501851345,33.2281,"[[36, 1095.72], [26, 1095.72], [26, 1527.72], [36, 1527.72]]"
817,cortex,41.5,1311.720501851345,43.7495,"[[47, 1095.72], [36, 1095.72], [36, 1527.72], [47, 1527.72]]"
818,endo,50.5,1311.720501851345,49.9483,"[[54, 1095.72], [47, 1095.72], [47, 1527.72], [54, 1527.72]]"
819,peri,56.5,1311.720501851345,57.2153,"[[59, 1095.72], [54, 1095.72], [54, 1527.72], [59, 1527.72]]"
820,vasc,61.0,1311.720501851345,57.4808,"[[63, 1095.72], [59, 1095.72], [59, 1527.72], [63, 1527.72]]"
821,vasc,65.0,1311.720501851345,58.4043,"[[67, 1095.72], [63, 1095.72], [63, 1527.72], [67, 1527.72]]"
822,vasc,69.0,1311.720501851345,58.6214,"[[71, 1095.72], [67, 1095.72], [67, 1527.72], [71, 1527.72]]"
823,vasc,73.0,1311.720501851345,58.6214,"[[75, 1095.72], [71, 1095.72], [71, 1527.72], [75, 1527.72]]"
824,vasc,77.0,1311.720501851345,58.4043,"[[79, 1095.72], [75, 1095.72], [75, 1527.72], [79, 1527.72]]"
825,vasc,81.0,1311.720501851345,57.4808,"[[83, 1095.72], [79, 1095.72], [79, 1527.72], [83, 1527.72]]"
826,peri,85.5,1311.720501851345,57.2153,"[[88, 1095.72], [83, 1095.72], [83, 1527.72], [88, 1527.72]]"
827,endo,91.5,1311.720501851345,49.9483,"[[95, 1095.72], [88, 1095.72], [88, 1527.72], [95, 1527.72]]"
828,cortex,100.5,1311.720501851345,43.7495,"[[106, 1095.72], [95, 1095.72], [95, 1527.72], [106, 1527.72]]"
829,epidermis,111.0,1311.720501851345,33.2281,"[[116, 1095.72], [106, 1095.72], [106, 1527.72], [116, 1527.72]]"
830,roottip,23.5,279.50000000000017,203.727,"[[26, 273.0], [21, 273.0], [21, 286.0], [26, 286.0]]"
831,roottip,118.5,279.50000000000017,203.727,"[[121, 273.0], [116, 273.0], [116, 286.0], [121, 286.0]]"
832,roottip,23.5,293.0000000000002,197.989,"[[26, 286.0], [21, 286.0], [21, 300.0], [26, 300.0]]"
833,roottip,118.5,293.0000000000002,197.989,"[[121, 286.0], [116, 286.0], [116, 300.0], [121, 300.0]]"
834,roottip,23.5,308.0000000000002,182.93,"[[26, 300.0], [21, 300.0], [21, 316.0], [26, 316.0]]"
835,roottip,118.5,308.0000000000002,182.93,"[[121, 300.0], [116, 300.0], [116, 316.0], [121, 316.0]]"
836,roottip,23.5,325.5000000000001,161.941,"[[26, 316.0], [21, 316.0], [21, 335.0], [26, 335.0]]"
837,roottip,118.5,325.5000000000001,161.941,"[[121, 316.0], [116, 316.0], [116, 335.0], [121, 335.0]]"
838,roottip,23.5,346.50000000000006,141.208,"[[26, 335.0], [21, 335.0], [21, 358.0], [26, 358.0]]"
839,roottip,118.5,346.50000000000006,141.208,"[[121, 335.0], [116, 335.0], [116, 358.0], [121, 358.0]]"
840,roottip,23.5,372.0,128.988,"[[26, 358.0], [21, 358.0], [21, 386.0], [26, 386.0]]"
841,roottip,118.5,372.0,128.988,"[[121, 358.0], [116, 358.0], [116, 386.0], [121, 386.0]]"
842,roottip,23.5,403.0,127.972,"[[26, 386.0], [21, 386.0], [21, 420.0], [26, 420.0]]"
843,roottip,118.5,403.0,127.972,"[[121, 386.0], [116, 386.0], [116, 420.0], [121, 420.0]]"
844,roottip,23.5,440.5,102.864,"[[26, 420.0], [21, 420.0], [21, 461.0], [26, 461.0]]"
845,roottip,118.5,440.5,102.864,"[[121, 420.0], [116, 420.0], [116, 461.0], [121, 461.0]]"
846,roottip,23.5,488.5,67.823,"[[26, 461.0], [21, 461.0], [21, 516.0], [26, 516.0]]"
847,roottip,118.5,488.5,67.823,"[[121, 461.0], [116, 461.0], [116, 516.0], [121, 516.0]]"
848,roottip,23.5,543.5,82.935,"[[26, 516.0], [21, 516.0], [21, 571.0], [26, 571.0]]"
849,roottip,118.5,543.5,82.935,"[[121, 516.0], [116, 516.0], [116, 571.0], [121, 571.0]]"
850,roottip,23.5,598.5,135.608,"[[26, 571.0], [21, 571.0], [21, 626.0], [26, 626.0]]"
851,roottip,118.5,598.5,135.608,"[[121, 571.0], [116, 571.0], [116, 626.0], [121, 626.0]]"
852,roottip,23.5,653.5,173.139,"[[26, 626.0], [21, 626.0], [21, 681.0], [26, 681.0]]"
853,roottip,118.5,653.5,173.139,"[[121, 626.0], [116, 626.0], [116, 681.0], [121, 681.0]]"
854,roottip,23.5,708.4999999999999,207.568,"[[26, 681.0], [21, 681.0], [21, 736.0], [26, 736.0]]"
855,roottip,118.5,708.4999999999999,207.568,"[[121, 681.0], [116, 681.0], [116, 736.0], [121, 736.0]]"
856,roottip,23.5,874.9999999999998,30.0521,"[[26, 736.0], [21, 736.0], [21, 1014.0], [26, 1014.0]]"
857,roottip,118.5,874.9999999999998,30.0521,"[[121, 736.0], [116, 736.0], [116, 1014.0], [121, 1014.0]]"
858,epidermis,31.0,82.8398302795324,347.958,"[[36, 79.56], [26, 79.56], [26, 86.12], [36, 86.12]]"
859,roottip,31.0,76.27994342651087,389.824,"[[36, 73.0], [26, 73.0], [26, 79.56], [36, 79.56]]"
860,cortex,41.5,82.8398302795324,277.8,"[[47, 79.56], [36, 79.56], [36, 86.12], [47, 86.12]]"
861,roottip,41.5,76.27994342651087,324.116,"[[47, 73.0], [36, 73.0], [36, 79.56], [47, 79.56]]"
862,endo,50.5,82.8398302795324,327.656,"[[54, 79.56], [47, 79.56], [47, 86.12], [54, 86.12]]"
863,roottip,50.5,76.27994342651087,397.766,"[[54, 73.0], [47, 73.0], [47, 79.56], [54, 79.56]]"
864,peri,56.5,82.8398302795324,373.769,"[[59, 79.56], [54, 79.56], [54, 86.12], [59, 86.12]]"
865,roottip,56.5,76.27994342651087,467.3,"[[59, 73.0], [54, 73.0], [54, 79.56], [59, 79.56]]"
866,vasc,61.0,82.8398302795324,412.514,"[[63, 79.56], [59, 79.56], [59, 86.12], [63, 86.12]]"
867,roottip,61.0,76.27994342651087,531.785,"[[63, 73.0], [59, 73.0], [59, 79.56], [63, 79.56]]"
868,vasc,65.0,82.8398302795324,425.012,"[[67, 79.56], [63, 79.56], [63, 86.12], [67, 86.12]]"
869,roottip,65.0,76.27994342651087,563.685,"[[67, 73.0], [63, 73.0], [63, 79.56], [67, 79.56]]"
870,vasc,69.0,82.8398302795324,443.963,"[[71, 79.56], [67, 79.56], [67, 86.12], [71, 86.12]]"
871,roottip,69.0,76.27994342651087,639.038,"[[71, 73.0], [67, 73.0], [67, 79.56], [71, 79.56]]"
872,vasc,73.0,82.8398302795324,443.963,"[[75, 79.56], [71, 79.56], [71, 86.12], [75, 86.12]]"
873,roottip,73.0,76.27994342651087,639.038,"[[75, 73.0], [71, 73.0], [71, 79.56], [75, 79.56]]"
874,vasc,77.0,82.8398302795324,425.012,"[[79, 79.56], [75, 79.56], [75, 86.12], [79, 86.12]]"
875,roottip,77.0,76.27994342651087,563.685,"[[79, 73.0], [75, 73.0], [75, 79.56], [79, 79.56]]"
876,vasc,81.0,82.8398302795324,412.514,"[[83, 79.56], [79, 79.56], [79, 86.12], [83, 86.12]]"
877,roottip,81.0,76.27994342651087,531.785,"[[83, 73.0], [79, 73.0], [79, 79.56], [83, 79.56]]"
878,peri,85.5,82.8398302795324,373.769,"[[88, 79.56], [83, 79.56], [83, 86.12], [88, 86.12]]"
879,roottip,85.5,76.27994342651087,467.3,"[[88, 73.0], [83, 73.0], [83, 79.56], [88, 79.56]]"
880,endo,91.5,82.8398302795324,327.656,"[[95, 79.56], [88, 79.56], [88, 86.12], [95, 86.12]]"
881,roottip,91.5,76.27994342651087,397.766,"[[95, 73.0], [88, 73.0], [88, 79.56], [95, 79.56]]"
882,cortex,100.5,82.8398302795324,277.8,"[[106, 79.56], [95, 79.56], [95, 86.12], [106, 86.12]]"
883,roottip,100.5,76.27994342651087,324.116,"[[106, 73.0], [95, 73.0], [95, 79.56], [106, 79.56]]"
884,epidermis,111.0,82.8398302795324,347.958,"[[116, 79.56], [106, 79.56], [106, 86.12], [116, 86.12]]"
885,roottip,111.0,76.27994342651087,389.824,"[[116, 73.0], [106, 73.0], [106, 79.56], [116, 79.56]]"
886,epidermis,31.0,95.95960398557533,288.488,"[[36, 92.68], [26, 92.68], [26, 99.24], [36, 99.24]]"
887,epidermis,31.0,89.39971713255383,312.865,"[[36, 86.12], [26, 86.12], [26, 92.68], [36, 92.68]]"
888,cortex,41.5,95.95960398557533,214.517,"[[47, 92.68], [36, 92.68], [36, 99.24], [47, 99.24]]"
889,cortex,41.5,89.39971713255383,241.455,"[[47, 86.12], [36, 86.12], [36, 92.68], [47, 92.68]]"
890,endo,50.5,95.95960398557533,237.08,"[[54, 92.68], [47, 92.68], [47, 99.24], [54, 99.24]]"
891,endo,50.5,89.39971713255383,274.767,"[[54, 86.12], [47, 86.12], [47, 92.68], [54, 92.68]]"
892,peri,56.5,95.95960398557533,257.132,"[[59, 92.68], [54, 92.68], [54, 99.24], [59, 99.24]]"
893,peri,56.5,89.39971713255383,305.234,"[[59, 86.12], [54, 86.12], [54, 92.68], [59, 92.68]]"
894,vasc,61.0,95.95960398557533,270.353,"[[63, 92.68], [59, 92.68], [59, 99.24], [63, 99.24]]"
895,vasc,61.0,89.39971713255383,328.054,"[[63, 86.12], [59, 86.12], [59, 92.68], [63, 92.68]]"
896,vasc,65.0,95.95960398557533,265.353,"[[67, 92.68], [63, 92.68], [63, 99.24], [67, 99.24]]"
897,vasc,65.0,89.39971713255383,328.665,"[[67, 86.12], [63, 86.12], [63, 92.68], [67, 92.68]]"
898,vasc,69.0,95.95960398557533,264.132,"[[71, 92.68], [67, 92.68], [67, 99.24], [71, 99.24]]"
899,vasc,69.0,89.39971713255383,332.414,"[[71, 86.12], [67, 86.12], [67, 92.68], [71, 92.68]]"
900,vasc,73.0,95.95960398557533,264.132,"[[75, 92.68], [71, 92.68], [71, 99.24], [75, 99.24]]"
901,vasc,73.0,89.39971713255383,332.414,"[[75, 86.12], [71, 86.12], [71, 92.68], [75, 92.68]]"
902,vasc,77.0,95.95960398557533,265.353,"[[79, 92.68], [75, 92.68], [75, 99.24], [79, 99.24]]"
903,vasc,77.0,89.39971713255383,328.665,"[[79, 86.12], [75, 86.12], [75, 92.68], [79, 92.68]]"
904,vasc,81.0,95.95960398557533,270.353,"[[83, 92.68], [79, 92.68], [79, 99.24], [83, 99.24]]"
905,vasc,81.0,89.39971713255383,328.054,"[[83, 86.12], [79, 86.12], [79, 92.68], [83, 92.68]]"
906,peri,85.5,95.95960398557533,257.132,"[[88, 92.68], [83, 92.68], [83, 99.24], [88, 99.24]]"
907,peri,85.5,89.39971713255383,305.234,"[[88, 86.12], [83, 86.12], [83, 92.68], [88, 92.68]]"
908,endo,91.5,95.95960398557533,237.08,"[[95, 92.68], [88, 92.68], [88, 99.24], [95, 99.24]]"
909,endo,91.5,89.39971713255383,274.767,"[[95, 86.12], [88, 86.12], [88, 92.68], [95, 92.68]]"
910,cortex,100.5,95.95960398557533,214.517,"[[106, 92.68], [95, 92.68], [95, 99.24], [106, 99.24]]"
911,cortex,100.5,89.39971713255383,241.455,"[[106, 86.12], [95, 86.12], [95, 92.68], [106, 92.68]]"
912,epidermis,111.0,95.95960398557533,288.488,"[[116, 92.68], [106, 92.68], [106, 99.24], [116, 99.24]]"
913,epidermis,111.0,89.39971713255383,312.865,"[[116, 86.12], [106, 86.12], [106, 92.68], [116, 92.68]]"
914,epidermis,31.0,109.07937769161839,244.388,"[[36, 105.8], [26, 105.8], [26, 112.36], [36, 112.36]]"
915,epidermis,31.0,102.51949083859694,265.06,"[[36, 99.24], [26, 99.24], [26, 105.8], [36, 105.8]]"
916,cortex,41.5,109.07937769161839,176.441,"[[47, 105.8], [36, 105.8], [36, 112.36], [47, 112.36]]"
917,cortex,41.5,102.51949083859694,193.485,"[[47, 99.24], [36, 99.24], [36, 105.8], [47, 105.8]]"
918,endo,50.5,109.07937769161839,187.903,"[[54, 105.8], [47, 105.8], [47, 112.36], [54, 112.36]]"
919,endo,50.5,102.51949083859694,208.92,"[[54, 99.24], [47, 99.24], [47, 105.8], [54, 105.8]]"
920,peri,56.5,109.07937769161839,198.15,"[[59, 105.8], [54, 105.8], [54, 112.36], [59, 112.36]]"
921,peri,56.5,102.51949083859694,222.525,"[[59, 99.24], [54, 99.24], [54, 105.8], [59, 105.8]]"
922,vasc,61.0,109.07937769161839,203.526,"[[63, 105.8], [59, 105.8], [59, 112.36], [63, 112.36]]"
923,vasc,61.0,102.51949083859694,230.808,"[[63, 99.24], [59, 99.24], [59, 105.8], [63, 105.8]]"
924,vasc,65.0,109.07937769161839,195.12,"[[67, 105.8], [63, 105.8], [63, 112.36], [67, 112.36]]"
925,vasc,65.0,102.51949083859694,223.397,"[[67, 99.24], [63, 99.24], [63, 105.8], [67, 105.8]]"
926,vasc,69.0,109.07937769161839,191.326,"[[71, 105.8], [67, 105.8], [67, 112.36], [71, 112.36]]"
927,vasc,69.0,102.51949083859694,220.329,"[[71, 99.24], [67, 99.24], [67, 105.8], [71, 105.8]]"
928,vasc,73.0,109.07937769161839,191.326,"[[75, 105.8], [71, 105.8], [71, 112.36], [75, 112.36]]"
929,vasc,73.0,102.51949083859694,220.329,"[[75, 99.24], [71, 99.24], [71, 105.8], [75, 105.8]]"
930,vasc,77.0,109.07937769161839,195.12,"[[79, 105.8], [75, 105.8], [75, 112.36], [79, 112.36]]"
931,vasc,77.0,102.51949083859694,223.397,"[[79, 99.24], [75, 99.24], [75, 105.8], [79, 105.8]]"
932,vasc,81.0,109.07937769161839,203.526,"[[83, 105.8], [79, 105.8], [79, 112.36], [83, 112.36]]"
933,vasc,81.0,102.51949083859694,230.808,"[[83, 99.24], [79, 99.24], [79, 105.8], [83, 105.8]]"
934,peri,85.5,109.07937769161839,198.15,"[[88, 105.8], [83, 105.8], [83, 112.36], [88, 112.36]]"
935,peri,85.5,102.51949083859694,222.525,"[[88, 99.24], [83, 99.24], [83, 105.8], [88, 105.8]]"
936,endo,91.5,109.07937769161839,187.903,"[[95, 105.8], [88, 105.8], [88, 112.36], [95, 112.36]]"
937,endo,91.5,102.51949083859694,208.92,"[[95, 99.24], [88, 99.24], [88, 105.8], [95, 105.8]]"
938,cortex,100.5,109.07937769161839,176.441,"[[106, 105.8], [95, 105.8], [95, 112.36], [106, 112.36]]"
939,cortex,100.5,102.51949083859694,193.485,"[[106, 99.24], [95, 99.24], [95, 105.8], [106, 105.8]]"
940,epidermis,111.0,109.07937769161839,244.388,"[[116, 105.8], [106, 105.8], [106, 112.36], [116, 112.36]]"
941,epidermis,111.0,102.51949083859694,265.06,"[[116, 99.24], [106, 99.24], [106, 105.8], [116, 105.8]]"
942,epidermis,31.0,122.19915139766147,211.546,"[[36, 118.92], [26, 118.92], [26, 125.48], [36, 125.48]]"
943,epidermis,31.0,115.63926454463984,226.805,"[[36, 112.36], [26, 112.36], [26, 118.92], [36, 118.92]]"
944,cortex,41.5,122.19915139766147,150.143,"[[47, 118.92], [36, 118.92], [36, 125.48], [47, 125.48]]"
945,cortex,41.5,115.63926454463984,162.326,"[[47, 112.36], [36, 112.36], [36, 118.92], [47, 118.92]]"
946,endo,50.5,122.19915139766147,158.164,"[[54, 118.92], [47, 118.92], [47, 125.48], [54, 125.48]]"
947,endo,50.5,115.63926454463984,171.939,"[[54, 112.36], [47, 112.36], [47, 118.92], [54, 118.92]]"
948,peri,56.5,122.19915139766147,164.841,"[[59, 118.92], [54, 118.92], [54, 125.48], [59, 125.48]]"
949,peri,56.5,115.63926454463984,179.975,"[[59, 112.36], [54, 112.36], [54, 118.92], [59, 118.92]]"
950,vasc,61.0,122.19915139766147,167.703,"[[63, 118.92], [59, 118.92], [59, 125.48], [63, 125.48]]"
951,vasc,61.0,115.63926454463984,183.583,"[[63, 112.36], [59, 112.36], [59, 118.92], [63, 118.92]]"
952,vasc,65.0,122.19915139766147,158.933,"[[67, 118.92], [63, 118.92], [63, 125.48], [67, 125.48]]"
953,vasc,65.0,115.63926454463984,174.858,"[[67, 112.36], [63, 112.36], [63, 118.92], [67, 118.92]]"
954,vasc,69.0,122.19915139766147,154.787,"[[71, 118.92], [67, 118.92], [67, 125.48], [71, 125.48]]"
955,vasc,69.0,115.63926454463984,170.796,"[[71, 112.36], [67, 112.36], [67, 118.92], [71, 118.92]]"
956,vasc,73.0,122.19915139766147,154.787,"[[75, 118.92], [71, 118.92], [71, 125.48], [75, 125.48]]"
957,vasc,73.0,115.63926454463984,170.796,"[[75, 112.36], [71, 112.36], [71, 118.92], [75, 118.92]]"
958,vasc,77.0,122.19915139766147,158.933,"[[79, 118.92], [75, 118.92], [75, 125.48], [79, 125.48]]"
959,vasc,77.0,115.63926454463984,174.858,"[[79, 112.36], [75, 112.36], [75, 118.92], [79, 118.92]]"
960,vasc,81.0,122.19915139766147,167.703,"[[83, 118.92], [79, 118.92], [79, 125.48], [83, 125.48]]"
961,vasc,81.0,115.63926454463984,183.583,"[[83, 112.36], [79, 112.36], [79, 118.92], [83, 118.92]]"
962,peri,85.5,122.19915139766147,164.841,"[[88, 118.92], [83, 118.92], [83, 125.48], [88, 125.48]]"
963,peri,85.5,115.63926454463984,179.975,"[[88, 112.36], [83, 112.36], [83, 118.92], [88, 118.92]]"
964,endo,91.5,122.19915139766147,158.164,"[[95, 118.92], [88, 118.92], [88, 125.48], [95, 125.48]]"
965,endo,91.5,115.63926454463984,171.939,"[[95, 112.36], [88, 112.36], [88, 118.92], [95, 118.92]]"
966,cortex,100.5,122.19915139766147,150.143,"[[106, 118.92], [95, 118.92], [95, 125.48], [106, 125.48]]"
967,cortex,100.5,115.63926454463984,162.326,"[[106, 112.36], [95, 112.36], [95, 118.92], [106, 118.92]]"
968,epidermis,111.0,122.19915139766147,211.546,"[[116, 118.92], [106, 118.92], [106, 125.48], [116, 125.48]]"
969,epidermis,111.0,115.63926454463984,226.805,"[[116, 112.36], [106, 112.36], [106, 118.92], [116, 118.92]]"
970,epidermis,31.0,135.31892510370454,179.271,"[[36, 132.04], [26, 132.04], [26, 138.6], [36, 138.6]]"
971,epidermis,31.0,128.7590382506831,191.344,"[[36, 125.48], [26, 125.48], [26, 132.04], [36, 132.04]]"
972,cortex,41.5,135.31892510370454,128.212,"[[47, 132.04], [36, 132.04], [36, 138.6], [47, 138.6]]"
973,cortex,41.5,128.7590382506831,138.134,"[[47, 125.48], [36, 125.48], [36, 132.04], [47, 132.04]]"
974,endo,50.5,135.31892510370454,135.766,"[[54, 132.04], [47, 132.04], [47, 138.6], [54, 138.6]]"
975,endo,50.5,128.7590382506831,146.138,"[[54, 125.48], [47, 125.48], [47, 132.04], [54, 132.04]]"
976,peri,56.5,135.31892510370454,141.04,"[[59, 132.04], [54, 132.04], [54, 138.6], [59, 138.6]]"
977,peri,56.5,128.7590382506831,152.219,"[[59, 125.48], [54, 125.48], [54, 132.04], [59, 132.04]]"
978,vasc,61.0,135.31892510370454,142.624,"[[63, 132.04], [59, 132.04], [59, 138.6], [63, 138.6]]"
979,vasc,61.0,128.7590382506831,154.346,"[[63, 125.48], [59, 125.48], [59, 132.04], [63, 132.04]]"
980,vasc,65.0,135.31892510370454,133.877,"[[67, 132.04], [63, 132.04], [63, 138.6], [67, 138.6]]"
981,vasc,65.0,128.7590382506831,145.558,"[[67, 125.48], [63, 125.48], [63, 132.04], [67, 132.04]]"
982,vasc,69.0,135.31892510370454,129.677,"[[71, 132.04], [67, 132.04], [67, 138.6], [71, 138.6]]"
983,vasc,69.0,128.7590382506831,141.371,"[[71, 125.48], [67, 125.48], [67, 132.04], [71, 132.04]]"
984,vasc,73.0,135.31892510370454,129.677,"[[75, 132.04], [71, 132.04], [71, 138.6], [75, 138.6]]"
985,vasc,73.0,128.7590382506831,141.371,"[[75, 125.48], [71, 125.48], [71, 132.04], [75, 132.04]]"
986,vasc,77.0,135.31892510370454,133.877,"[[79, 132.04], [75, 132.04], [75, 138.6], [79, 138.6]]"
987,vasc,77.0,128.7590382506831,145.558,"[[79, 125.48], [75, 125.48], [75, 132.04], [79, 132.04]]"
988,vasc,81.0,135.31892510370454,142.624,"[[83, 132.04], [79, 132.04], [79, 138.6], [83, 138.6]]"
989,vasc,81.0,128.7590382506831,154.346,"[[83, 125.48], [79, 125.48], [79, 132.04], [83, 132.04]]"
990,peri,85.5,135.31892510370454,141.04,"[[88, 132.04], [83, 132.04], [83, 138.6], [88, 138.6]]"
991,peri,85.5,128.7590382506831,152.219,"[[88, 125.48], [83, 125.48], [83, 132.04], [88, 132.04]]"
992,endo,91.5,135.31892510370454,135.766,"[[95, 132.04], [88, 132.04], [88, 138.6], [95, 138.6]]"
993,endo,91.5,128.7590382506831,146.138,"[[95, 125.48], [88, 125.48], [88, 132.04], [95, 132.04]]"
994,cortex,100.5,135.31892510370454,128.212,"[[106, 132.04], [95, 132.04], [95, 138.6], [106, 138.6]]"
995,cortex,100.5,128.7590382506831,138.134,"[[106, 125.48], [95, 125.48], [95, 132.04], [106, 132.04]]"
996,epidermis,111.0,135.31892510370454,179.271,"[[116, 132.04], [106, 132.04], [106, 138.6], [116, 138.6]]"
997,epidermis,111.0,128.7590382506831,191.344,"[[116, 125.48], [106, 125.48], [106, 132.04], [116, 132.04]]"
998,epidermis,31.0,148.43869880974756,162.573,"[[36, 145.16], [26, 145.16], [26, 151.72], [36, 151.72]]"
999,epidermis,31.0,141.87881195672605,170.823,"[[36, 138.6], [26, 138.6], [26, 145.16], [36, 145.16]]"
1000,cortex,41.5,148.43869880974756,112.438,"[[47, 145.16], [36, 145.16], [36, 151.72], [47, 151.72]]"
1001,cortex,41.5,141.87881195672605,119.687,"[[47, 138.6], [36, 138.6], [36, 145.16], [47, 145.16]]"
1002,endo,50.5,148.43869880974756,118.275,"[[54, 145.16], [47, 145.16], [47, 151.72], [54, 151.72]]"
1003,endo,50.5,141.87881195672605,126.094,"[[54, 138.6], [47, 138.6], [47, 145.16], [54, 145.16]]"
1004,peri,56.5,148.43869880974756,122.653,"[[59, 145.16], [54, 145.16], [54, 151.72], [59, 151.72]]"
1005,peri,56.5,141.87881195672605,130.781,"[[59, 138.6], [54, 138.6], [54, 145.16], [59, 145.16]]"
1006,vasc,61.0,148.43869880974756,123.699,"[[63, 145.16], [59, 145.16], [59, 151.72], [63, 151.72]]"
1007,vasc,61.0,141.87881195672605,132.144,"[[63, 138.6], [59, 138.6], [59, 145.16], [63, 145.16]]"
1008,vasc,65.0,148.43869880974756,114.907,"[[67, 145.16], [63, 145.16], [63, 151.72], [67, 151.72]]"
1009,vasc,65.0,141.87881195672605,123.329,"[[67, 138.6], [63, 138.6], [63, 145.16], [67, 145.16]]"
1010,vasc,69.0,148.43869880974756,110.687,"[[71, 145.16], [67, 145.16], [67, 151.72], [71, 151.72]]"
1011,vasc,69.0,141.87881195672605,119.086,"[[71, 138.6], [67, 138.6], [67, 145.16], [71, 145.16]]"
1012,vasc,73.0,148.43869880974756,110.687,"[[75, 145.16], [71, 145.16], [71, 151.72], [75, 151.72]]"
1013,vasc,73.0,141.87881195672605,119.086,"[[75, 138.6], [71, 138.6], [71, 145.16], [75, 145.16]]"
1014,vasc,77.0,148.43869880974756,114.907,"[[79, 145.16], [75, 145.16], [75, 151.72], [79, 151.72]]"
1015,vasc,77.0,141.87881195672605,123.329,"[[79, 138.6], [75, 138.6], [75, 145.16], [79, 145.16]]"
1016,vasc,81.0,148.43869880974756,123.699,"[[83, 145.16], [79, 145.16], [79, 151.72], [83, 151.72]]"
1017,vasc,81.0,141.87881195672605,132.144,"[[83, 138.6], [79, 138.6], [79, 145.16], [83, 145.16]]"
1018,peri,85.5,148.43869880974756,122.653,"[[88, 145.16], [83, 145.16], [83, 151.72], [88, 151.72]]"
1019,peri,85.5,141.87881195672605,130.781,"[[88, 138.6], [83, 138.6], [83, 145.16], [88, 145.16]]"
1020,endo,91.5,148.43869880974756,118.275,"[[95, 145.16], [88, 145.16], [88, 151.72], [95, 151.72]]"
1021,endo,91.5,141.87881195672605,126.094,"[[95, 138.6], [88, 138.6], [88, 145.16], [95, 145.16]]"
1022,cortex,100.5,148.43869880974756,112.438,"[[106, 145.16], [95, 145.16], [95, 151.72], [106, 151.72]]"
1023,cortex,100.5,141.87881195672605,119.687,"[[106, 138.6], [95, 138.6], [95, 145.16], [106, 145.16]]"
1024,epidermis,111.0,148.43869880974756,162.573,"[[116, 145.16], [106, 145.16], [106, 151.72], [116, 151.72]]"
1025,epidermis,111.0,141.87881195672605,170.823,"[[116, 138.6], [106, 138.6], [106, 145.16], [116, 145.16]]"
1026,epidermis,31.0,161.55847251579053,139.606,"[[36, 158.28], [26, 158.28], [26, 164.84], [36, 164.84]]"
1027,epidermis,31.0,154.99858566276896,151.684,"[[36, 151.72], [26, 151.72], [26, 158.28], [36, 158.28]]"
1028,cortex,41.5,161.55847251579053,99.1391,"[[47, 158.28], [36, 158.28], [36, 164.84], [47, 164.84]]"
1029,cortex,41.5,154.99858566276896,105.597,"[[47, 151.72], [36, 151.72], [36, 158.28], [47, 158.28]]"
1030,endo,50.5,161.55847251579053,106.205,"[[54, 158.28], [47, 158.28], [47, 164.84], [54, 164.84]]"
1031,endo,50.5,154.99858566276896,111.455,"[[54, 151.72], [47, 151.72], [47, 158.28], [54, 158.28]]"
1032,peri,56.5,161.55847251579053,111.17,"[[59, 158.28], [54, 158.28], [54, 164.84], [59, 164.84]]"
1033,peri,56.5,154.99858566276896,115.863,"[[59, 151.72], [54, 151.72], [54, 158.28], [59, 158.28]]"
1034,vasc,61.0,161.55847251579053,112.56,"[[63, 158.28], [59, 158.28], [59, 164.84], [63, 164.84]]"
1035,vasc,61.0,154.99858566276896,116.98,"[[63, 151.72], [59, 151.72], [59, 158.28], [63, 158.28]]"
