cell_id,cell_type,cx,cy,auxin,corners
565,cortex,41.5,521.5181715033405,113.339,"[[47, 516.61], [36, 516.61], [36, 526.43], [47, 526.43]]"
566,endo,50.5,521.5181715033405,109.115,"[[54, 516.61], [47, 516.61], [47, 526.43], [54, 526.43]]"
567,peri,56.5,521.5181715033405,104.338,"[[59, 516.61], [54, 516.61], [54, 526.43], [59, 526.43]]"
568,vasc,61.0,521.5181715033405,98.9121,"[[63, 516.61], [59, 516.61], [59, 526.43], [63, 526.43]]"
569,vasc,65.0,521.5181715033405,88.6812,"[[67, 516.61], [63, 516.61], [63, 526.43], [67, 526.43]]"
570,vasc,69.0,521.5181715033405,84.4503,"[[71, 516.61], [67, 516.61], [67, 526.43], [71, 526.43]]"
571,vasc,73.0,521.5181715033405,84.4503,"[[75, 516.61], [71, 516.61], [71, 526.43], [75, 526.43]]"
572,vasc,77.0,521.5181715033405,88.6812,"[[79, 516.61], [75, 516.61], [75, 526.43], [79, 526.43]]"
573,vasc,81.0,521.5181715033405,98.9121,"[[83, 516.61], [79, 516.61], [79, 526.43], [83, 526.43]]"
574,peri,85.5,521.5181715033405,104.338,"[[88, 516.61], [83, 516.61], [83, 526.43], [88, 526.43]]"
575,endo,91.5,521.5181715033405,109.115,"[[95, 516.61], [88, 516.61], [88, 526.43], [95, 526.43]]"
576,cortex,100.5,521.5181715033405,113.339,"[[106, 516.61], [95, 516.61], [95, 526.43], [106, 526.43]]"
577,epidermis,111.0,521.5181715033405,159.909,"[[116, 516.61], [106, 516.61], [106, 526.43], [116, 526.43]]"
578,epidermis,31.0,531.2066892092413,166.39,"[[36, 526.43], [26, 526.43], [26, 535.99], [36, 535.99]]"
579,cortex,41.5,531.2066892092413,117.24,"[[47, 526.43], [36, 526.43], [36, 535.99], [47, 535.99]]"
580,endo,50.5,531.2066892092413,112.259,"[[54, 526.43], [47, 526.43], [47, 535.99], [54, 535.99]]"
581,peri,56.5,531.2066892092413,106.646,"[[59, 526.43], [54, 526.43], [54, 535.99], [59, 535.99]]"
582,vasc,61.0,531.2066892092413,100.483,"[[63, 526.43], [59, 526.43], [59, 535.99], [63, 535.99]]"
583,vasc,65.0,531.2066892092413,89.6379,"[[67, 526.43], [63, 526.43], [63, 535.99], [67, 535.99]]"
584,vasc,69.0,531.2066892092413,85.122,"[[71, 526.43], [67, 526.43], [67, 535.99], [71, 535.99]]"
585,vasc,73.0,531.2066892092413,85.122,"[[75, 526.43], [71, 526.43], [71, 535.99], [75, 535.99]]"
586,vasc,77.0,531.2066892092413,89.6379,"[[79, 526.43], [75, 526.43], [75, 535.99], [79, 535.99]]"
587,vasc,81.0,531.2066892092413,100.483,"[[83, 526.43], [79, 526.43], [79, 535.99], [83, 535.99]]"
588,peri,85.5,531.2066892092413,106.646,"[[88, 526.43], [83, 526.43], [83, 535.99], [88, 535.99]]"
589,endo,91.5,531.2066892092413,112.259,"[[95, 526.43], [88, 526.43], [88, 535.99], [95, 535.99]]"
590,cortex,100.5,531.2066892092413,117.24,"[[106, 526.43], [95, 526.43], [95, 535.99], [106, 535.99]]"
591,epidermis,111.0,531.2066892092413,166.39,"[[116, 526.43], [106, 526.43], [106, 535.99], [116, 535.99]]"
592,epidermis,31.0,540.6461063695876,175.512,"[[36, 535.99], [26, 535.99], [26, 545.3], [36, 545.3]]"
593,cortex,41.5,540.6461063695876,124.367,"[[47, 535.99], [36, 535.99], [36, 545.3], [47, 545.3]]"
594,endo,50.5,540.6461063695876,118.818,"[[54, 535.99], [47, 535.99], [47, 545.3], [54, 545.3]]"
595,peri,56.5,540.6461063695876,112.181,"[[59, 535.99], [54, 535.99], [54, 545.3], [59, 545.3]]"
596,vasc,61.0,540.6461063695876,104.891,"[[63, 535.99], [59, 535.99], [59, 545.3], [63, 545.3]]"
597,vasc,65.0,540.6461063695876,93.0276,"[[67, 535.99], [63, 535.99], [63, 545.3], [67, 545.3]]"
598,vasc,69.0,540.6461063695876,87.9792,"[[71, 535.99], [67, 535.99], [67, 545.3], [71, 545.3]]"
599,vasc,73.0,540.6461063695876,87.9792,"[[75, 535.99], [71, 535.99], [71, 545.3], [75, 545.3]]"
600,vasc,77.0,540.6461063695876,93.0276,"[[79, 535.99], [75, 535.99], [75, 545.3], [79, 545.3]]"
601,vasc,81.0,540.6461063695876,104.891,"[[83, 535.99], [79, 535.99], [79, 545.3], [83, 545.3]]"
602,peri,85.5,540.6461063695876,112.181,"[[88, 535.99], [83, 535.99], [83, 545.3], [88, 545.3]]"
603,endo,91.5,540.6461063695876,118.818,"[[95, 535.99], [88, 535.99], [88, 545.3], [95, 545.3]]"
604,cortex,100.5,540.6461063695876,124.367,"[[106, 535.99], [95, 535.99], [95, 545.3], [106, 545.3]]"
605,epidermis,111.0,540.6461063695876,175.512,"[[116, 535.99], [106, 535.99], [106, 545.3], [116, 545.3]]"
606,epidermis,31.0,549.8597468490976,188.168,"[[36, 545.3], [26, 545.3], [26, 554.42], [36, 554.42]]"
607,cortex,41.5,549.8597468490976,135.702,"[[47, 545.3], [36, 545.3], [36, 554.42], [47, 554.42]]"
608,endo,50.5,549.8597468490976,130.185,"[[54, 545.3], [47, 545.3], [47, 554.42], [54, 554.42]]"
609,peri,56.5,549.8597468490976,122.631,"[[59, 545.3], [54, 545.3], [54, 554.42], [59, 554.42]]"
610,vasc,61.0,549.8597468490976,114.154,"[[63, 545.3], [59, 545.3], [59, 554.42], [63, 554.42]]"
611,vasc,65.0,549.8597468490976,101.225,"[[67, 545.3], [63, 545.3], [63, 554.42], [67, 554.42]]"
612,vasc,69.0,549.8597468490976,95.5384,"[[71, 545.3], [67, 545.3], [67, 554.42], [71, 554.42]]"
613,vasc,73.0,549.8597468490976,95.5384,"[[75, 545.3], [71, 545.3], [71, 554.42], [75, 554.42]]"
614,vasc,77.0,549.8597468490976,101.225,"[[79, 545.3], [75, 545.3], [75, 554.42], [79, 554.42]]"
615,vasc,81.0,549.8597468490976,114.154,"[[83, 545.3], [79, 545.3], [79, 554.42], [83, 554.42]]"
616,peri,85.5,549.8597468490976,122.631,"[[88, 545.3], [83, 545.3], [83, 554.42], [88, 554.42]]"
617,endo,91.5,549.8597468490976,130.185,"[[95, 545.3], [88, 545.3], [88, 554.42], [95, 554.42]]"
618,cortex,100.5,549.8597468490976,135.702,"[[106, 545.3], [95, 545.3], [95, 554.42], [106, 554.42]]"
619,epidermis,111.0,549.8597468490976,188.168,"[[116, 545.3], [106, 545.3], [106, 554.42], [116, 554.42]]"
620,epidermis,31.0,558.8534155702662,207.666,"[[36, 554.42], [26, 554.42], [26, 563.29], [36, 563.29]]"
621,cortex,41.5,558.8534155702662,153.709,"[[47, 554.42], [36, 554.42], [36, 563.29], [47, 563.29]]"
622,endo,50.5,558.8534155702662,148.317,"[[54, 554.42], [47, 554.42], [47, 563.29], [54, 563.29]]"
623,peri,56.5,558.8534155702662,140.115,"[[59, 554.42], [54, 554.42], [54, 563.29], [59, 563.29]]"
624,vasc,61.0,558.8534155702662,131.154,"[[63, 554.42], [59, 554.42], [59, 563.29], [63, 563.29]]"
625,vasc,65.0,558.8534155702662,118.011,"[[67, 554.42], [63, 554.42], [63, 563.29], [67, 563.29]]"
626,vasc,69.0,558.8534155702662,112.193,"[[71, 554.42], [67, 554.42], [67, 563.29], [71, 563.29]]"
627,vasc,73.0,558.8534155702662,112.193,"[[75, 554.42], [71, 554.42], [71, 563.29], [75, 563.29]]"
628,vasc,77.0,558.8534155702662,118.011,"[[79, 554.42], [75, 554.42], [75, 563.29], [79, 563.29]]"
629,vasc,81.0,558.8534155702662,131.154,"[[83, 554.42], [79, 554.42], [79, 563.29], [83, 563.29]]"
630,peri,85.5,558.8534155702662,140.115,"[[88, 554.42], [83, 554.42], [83, 563.29], [88, 563.29]]"
631,endo,91.5,558.8534155702662,148.317,"[[95, 554.42], [88, 554.42], [88, 563.29], [95, 563.29]]"
632,cortex,100.5,558.8534155702662,153.709,"[[106, 554.42], [95, 554.42], [95, 563.29], [106, 563.29]]"
633,epidermis,111.0,558.8534155702662,207.666,"[[116, 554.42], [106, 554.42], [106, 563.29], [116, 563.29]]"
634,epidermis,31.0,574.3684058081036,143.834,"[[36, 563.29], [26, 563.29], [26, 585.45], [36, 585.45]]"
635,cortex,41.5,574.3684058081036,102.996,"[[47, 563.29], [36, 563.29], [36, 585.45], [47, 585.45]]"
636,endo,50.5,574.3684058081036,83.8639,"[[54, 563.29], [47, 563.29], [47, 585.45], [54, 585.45]]"
637,peri,56.5,574.3684058081036,68.3196,"[[59, 563.29], [54, 563.29], [54, 585.45], [59, 585.45]]"
638,vasc,61.0,574.3684058081036,57.971,"[[63, 563.29], [59, 563.29], [59, 585.45], [63, 585.45]]"
639,vasc,65.0,574.3684058081036,49.6773,"[[67, 563.29], [63, 563.29], [63, 585.45], [67, 585.45]]"
640,vasc,69.0,574.3684058081036,47.5522,"[[71, 563.29], [67, 563.29], [67, 585.45], [71, 585.45]]"
641,vasc,73.0,574.3684058081036,47.5522,"[[75, 563.29], [71, 563.29], [71, 585.45], [75, 585.45]]"
642,vasc,77.0,574.3684058081036,49.6773,"[[79, 563.29], [75, 563.29], [75, 585.45], [79, 585.45]]"
643,vasc,81.0,574.3684058081036,57.971,"[[83, 563.29], [79, 563.29], [79, 585.45], [83, 585.45]]"
644,peri,85.5,574.3684058081036,68.3196,"[[88, 563.29], [83, 563.29], [83, 585.45], [88, 585.45]]"
645,endo,91.5,574.3684058081036,83.8639,"[[95, 563.29], [88, 563.29], [88, 585.45], [95, 585.45]]"
646,cortex,100.5,574.3684058081036,102.996,"[[106, 563.29], [95, 563.29], [95, 585.45], [106, 585.45]]"
647,epidermis,111.0,574.3684058081036,143.834,"[[116, 563.29], [106, 563.29], [106, 585.45], [116, 585.45]]"
648,epidermis,31.0,596.6844270026418,178.943,"[[36, 585.45], [26, 585.45], [26, 607.92], [36, 607.92]]"
649,cortex,41.5,596.6844270026418,133.917,"[[47, 585.45], [36, 585.45], [36, 607.92], [47, 607.92]]"
650,endo,50.5,596.6844270026418,121.62,"[[54, 585.45], [47, 585.45], [47, 607.92], [54, 607.92]]"
651,peri,56.5,596.6844270026418,110.032,"[[59, 585.45], [54, 585.45], [54, 607.92], [59, 607.92]]"
652,vasc,61.0,596.6844270026418,99.0658,"[[63, 585.45], [59, 585.45], [59, 607.92], [63, 607.92]]"
653,vasc,65.0,596.6844270026418,88.8321,"[[67, 585.45], [63, 585.45], [63, 607.92], [67, 607.92]]"
654,vasc,69.0,596.6844270026418,84.4376,"[[71, 585.45], [67, 585.45], [67, 607.92], [71, 607.92]]"
655,vasc,73.0,596.6844270026418,84.4376,"[[75, 585.45], [71, 585.45], [71, 607.92], [75, 607.92]]"
656,vasc,77.0,596.6844270026418,88.8321,"[[79, 585.45], [75, 585.45], [75, 607.92], [79, 607.92]]"
657,vasc,81.0,596.6844270026418,99.0658,"[[83, 585.45], [79, 585.45], [79, 607.92], [83, 607.92]]"
658,peri,85.5,596.6844270026418,110.032,"[[88, 585.45], [83, 585.45], [83, 607.92], [88, 607.92]]"
659,endo,91.5,596.6844270026418,121.62,"[[95, 585.45], [88, 585.45], [88, 607.92], [95, 607.92]]"
660,cortex,100.5,596.6844270026418,133.917,"[[106, 585.45], [95, 585.45], [95, 607.92], [106, 607.92]]"
661,epidermis,111.0,596.6844270026418,178.943,"[[116, 585.45], [106, 585.45], [106, 607.92], [116, 607.92]]"
662,epidermis,31.0,619.9812777743956,191.384,"[[36, 607.92], [26, 607.92], [26, 632.04], [36, 632.04]]"
663,cortex,41.5,619.9812777743956,146.64,"[[47, 607.92], [36, 607.92], [36, 632.04], [47, 632.04]]"
664,endo,50.5,619.9812777743956,132.323,"[[54, 607.92], [47, 607.92], [47, 632.04], [54, 632.04]]"
665,peri,56.5,619.9812777743956,118.0,"[[59, 607.92], [54, 607.92], [54, 632.04], [59, 632.04]]"
666,vasc,61.0,619.9812777743956,104.404,"[[63, 607.92], [59, 607.92], [59, 632.04], [63, 632.04]]"
667,vasc,65.0,619.9812777743956,92.3894,"[[67, 607.92], [63, 607.92], [63, 632.04], [67, 632.04]]"
668,vasc,69.0,619.9812777743956,87.0723,"[[71, 607.92], [67, 607.92], [67, 632.04], [71, 632.04]]"
669,vasc,73.0,619.9812777743956,87.0723,"[[75, 607.92], [71, 607.92], [71, 632.04], [75, 632.04]]"
670,vasc,77.0,619.9812777743956,92.3894,"[[79, 607.92], [75, 607.92], [75, 632.04], [79, 632.04]]"
671,vasc,81.0,619.9812777743956,104.404,"[[83, 607.92], [79, 607.92], [79, 632.04], [83, 632.04]]"
672,peri,85.5,619.9812777743956,118.0,"[[88, 607.92], [83, 607.92], [83, 632.04], [88, 632.04]]"
673,endo,91.5,619.9812777743956,132.323,"[[95, 607.92], [88, 607.92], [88, 632.04], [95, 632.04]]"
674,cortex,100.5,619.9812777743956,146.64,"[[106, 607.92], [95, 607.92], [95, 632.04], [106, 632.04]]"
675,epidermis,111.0,619.9812777743956,191.384,"[[116, 607.92], [106, 607.92], [106, 632.04], [116, 632.04]]"
676,epidermis,31.0,645.4295526609436,204.443,"[[36, 632.04], [26, 632.04], [26, 658.82], [36, 658.82]]"
677,cortex,41.5,645.4295526609436,154.838,"[[47, 632.04], [36, 632.04], [36, 658.82], [47, 658.82]]"
678,endo,50.5,645.4295526609436,137.31,"[[54, 632.04], [47, 632.04], [47, 658.82], [54, 658.82]]"
679,peri,56.5,645.4295526609436,120.72,"[[59, 632.04], [54, 632.04], [54, 658.82], [59, 658.82]]"
680,vasc,61.0,645.4295526609436,105.396,"[[63, 632.04], [59, 632.04], [59, 658.82], [63, 658.82]]"
681,vasc,65.0,645.4295526609436,92.554,"[[67, 632.04], [63, 632.04], [63, 658.82], [67, 658.82]]"
682,vasc,69.0,645.4295526609436,86.8381,"[[71, 632.04], [67, 632.04], [67, 658.82], [71, 658.82]]"
683,vasc,73.0,645.4295526609436,86.8381,"[[75, 632.04], [71, 632.04], [71, 658.82], [75, 658.82]]"
684,vasc,77.0,645.4295526609436,92.554,"[[79, 632.04], [75, 632.04], [75, 658.82], [79, 658.82]]"
685,vasc,81.0,645.4295526609436,105.396,"[[83, 632.04], [79, 632.04], [79, 658.82], [83, 658.82]]"
686,peri,85.5,645.4295526609436,120.72,"[[88, 632.04], [83, 632.04], [83, 658.82], [88, 658.82]]"
687,endo,91.5,645.4295526609436,137.31,"[[95, 632.04], [88, 632.04], [88, 658.82], [95, 658.82]]"
688,cortex,100.5,645.4295526609436,154.838,"[[106, 632.04], [95, 632.04], [95, 658.82], [106, 658.82]]"
689,epidermis,111.0,645.4295526609436,204.443,"[[116, 632.04], [106, 632.04], [106, 658.82], [116, 658.82]]"
690,epidermis,31.0,673.8675591177744,208.788,"[[36, 658.82], [26, 658.82], [26, 688.91], [36, 688.91]]"
691,cortex,41.5,673.8675591177744,161.04,"[[47, 658.82], [36, 658.82], [36, 688.91], [47, 688.91]]"
692,endo,50.5,673.8675591177744,141.658,"[[54, 658.82], [47, 658.82], [47, 688.91], [54, 688.91]]"
693,peri,56.5,673.8675591177744,123.202,"[[59, 658.82], [54, 658.82], [54, 688.91], [59, 688.91]]"
694,vasc,61.0,673.8675591177744,106.373,"[[63, 658.82], [59, 658.82], [59, 688.91], [63, 688.91]]"
695,vasc,65.0,673.8675591177744,92.8646,"[[67, 658.82], [63, 658.82], [63, 688.91], [67, 688.91]]"
696,vasc,69.0,673.8675591177744,86.8248,"[[71, 658.82], [67, 658.82], [67, 688.91], [71, 688.91]]"
697,vasc,73.0,673.8675591177744,86.8248,"[[75, 658.82], [71, 658.82], [71, 688.91], [75, 688.91]]"
698,vasc,77.0,673.8675591177744,92.8646,"[[79, 658.82], [75, 658.82], [75, 688.91], [79, 688.91]]"
699,vasc,81.0,673.8675591177744,106.373,"[[83, 658.82], [79, 658.82], [79, 688.91], [83, 688.91]]"
700,peri,85.5,673.8675591177744,123.202,"[[88, 658.82], [83, 658.82], [83, 688.91], [88, 688.91]]"
701,endo,91.5,673.8675591177744,141.658,"[[95, 658.82], [88, 658.82], [88, 688.91], [95, 688.91]]"
702,cortex,100.5,673.8675591177744,161.04,"[[106, 658.82], [95, 658.82], [95, 688.91], [106, 688.91]]"
703,epidermis,111.0,673.8675591177744,208.788,"[[116, 658.82], [106, 658.82], [106, 688.91], [116, 688.91]]"
704,epidermis,31.0,705.7934084019785,218.02,"[[36, 688.91], [26, 688.91], [26, 722.67], [36, 722.67]]"
705,cortex,41.5,705.7934084019785,168.075,"[[47, 688.91], [36, 688.91], [36, 722.67], [47, 722.67]]"
706,endo,50.5,705.7934084019785,146.765,"[[54, 688.91], [47, 688.91], [47, 722.67], [54, 722.67]]"
707,peri,56.5,705.7934084019785,126.797,"[[59, 688.91], [54, 688.91], [54, 722.67], [59, 722.67]]"
708,vasc,61.0,705.7934084019785,108.548,"[[63, 688.91], [59, 688.91], [59, 722.67], [63, 722.67]]"
709,vasc,65.0,705.7934084019785,94.2027,"[[67, 688.91], [63, 688.91], [63, 722.67], [67, 722.67]]"
710,vasc,69.0,705.7934084019785,87.6868,"[[71, 688.91], [67, 688.91], [67, 722.67], [71, 722.67]]"
711,vasc,73.0,705.7934084019785,87.6868,"[[75, 688.91], [71, 688.91], [71, 722.67], [75, 722.67]]"
712,vasc,77.0,705.7934084019785,94.2027,"[[79, 688.91], [75, 688.91], [75, 722.67], [79, 722.67]]"
713,vasc,81.0,705.7934084019785,108.548,"[[83, 688.91], [79, 688.91], [79, 722.67], [83, 722.67]]"
714,peri,85.5,705.7934084019785,126.797,"[[88, 688.91], [83, 688.91], [83, 722.67], [88, 722.67]]"
715,endo,91.5,705.7934084019785,146.765,"[[95, 688.91], [88, 688.91], [88, 722.67], [95, 722.67]]"
716,cortex,100.5,705.7934084019785,168.075,"[[106, 688.91], [95, 688.91], [95, 722.67], [106, 722.67]]"
717,epidermis,111.0,705.7934084019785,218.02,"[[116, 688.91], [106, 688.91], [106, 722.67], [116, 722.67]]"
718,epidermis,31.0,741.3467801484979,211.502,"[[36, 722.67], [26, 722.67], [26, 760.02], [36, 760.02]]"
719,cortex,41.5,741.3467801484979,171.596,"[[47, 722.67], [36, 722.67], [36, 760.02], [47, 760.02]]"
720,endo,50.5,741.3467801484979,152.448,"[[54, 722.67], [47, 722.67], [47, 760.02], [54, 760.02]]"
721,peri,56.5,741.3467801484979,132.437,"[[59, 722.67], [54, 722.67], [54, 760.02], [59, 760.02]]"
722,vasc,61.0,741.3467801484979,113.241,"[[63, 722.67], [59, 722.67], [59, 760.02], [63, 760.02]]"
723,vasc,65.0,741.3467801484979,98.0124,"[[67, 722.67], [63, 722.67], [63, 760.02], [67, 760.02]]"
724,vasc,69.0,741.3467801484979,90.8831,"[[71, 722.67], [67, 722.67], [67, 760.02], [71, 760.02]]"
725,vasc,73.0,741.3467801484979,90.8831,"[[75, 722.67], [71, 722.67], [71, 760.02], [75, 760.02]]"
726,vasc,77.0,741.3467801484979,98.0124,"[[79, 722.67], [75, 722.67], [75, 760.02], [79, 760.02]]"
727,vasc,81.0,741.3467801484979,113.241,"[[83, 722.67], [79, 722.67], [79, 760.02], [83, 760.02]]"
728,peri,85.5,741.3467801484979,132.437,"[[88, 722.67], [83, 722.67], [83, 760.02], [88, 760.02]]"
729,endo,91.5,741.3467801484979,152.448,"[[95, 722.67], [88, 722.67], [88, 760.02], [95, 760.02]]"
730,cortex,100.5,741.3467801484979,171.596,"[[106, 722.67], [95, 722.67], [95, 760.02], [106, 760.02]]"
731,epidermis,111.0,741.3467801484979,211.502,"[[116, 722.67], [106, 722.67], [106, 760.02], [116, 760.02]]"
732,epidermis,31.0,781.799517610855,188.227,"[[36, 760.02], [26, 760.02], [26, 803.58], [36, 803.58]]"
733,cortex,41.5,781.799517610855,160.667,"[[47, 760.02], [36, 760.02], [36, 803.58], [47, 803.58]]"
734,endo,50.5,781.799517610855,146.726,"[[54, 760.02], [47, 760.02], [47, 803.58], [54, 803.58]]"
735,peri,56.5,781.799517610855,129.736,"[[59, 760.02], [54, 760.02], [54, 803.58], [59, 803.58]]"
736,vasc,61.0,781.799517610855,112.031,"[[63, 760.02], [59, 760.02], [59, 803.58], [63, 803.58]]"
737,vasc,65.0,781.799517610855,97.6879,"[[67, 760.02], [63, 760.02], [63, 803.58], [67, 803.58]]"
738,vasc,69.0,781.799517610855,90.8544,"[[71, 760.02], [67, 760.02], [67, 803.58], [71, 803.58]]"
739,vasc,73.0,781.799517610855,90.8544,"[[75, 760.02], [71, 760.02], [71, 803.58], [75, 803.58]]"
740,vasc,77.0,781.799517610855,97.6879,"[[79, 760.02], [75, 760.02], [75, 803.58], [79, 803.58]]"
741,vasc,81.0,781.799517610855,112.031,"[[83, 760.02], [79, 760.02], [79, 803.58], [83, 803.58]]"
742,peri,85.5,781.799517610855,129.736,"[[88, 760.02], [83, 760.02], [83, 803.58], [88, 803.58]]"
743,endo,91.5,781.799517610855,146.726,"[[95, 760.02], [88, 760.02], [88, 803.58], [95, 803.58]]"
744,cortex,100.5,781.799517610855,160.667,"[[106, 760.02], [95, 760.02], [95, 803.58], [106, 803.58]]"
745,epidermis,111.0,781.799517610855,188.227,"[[116, 760.02], [106, 760.02], [106, 803.58], [116, 803.58]]"
746,epidermis,31.0,832.791758705757,152.436,"[[36, 803.58], [26, 803.58], [26, 862.01], [36, 862.01]]"
747,cortex,41.5,832.791758705757,131.041,"[[47, 803.58], [36, 803.58], [36, 862.01], [47, 862.01]]"
748,endo,50.5,832.791758705757,118.809,"[[54, 803.58], [47, 803.58], [47, 862.01], [54, 862.01]]"
749,peri,56.5,832.791758705757,104.972,"[[59, 803.58], [54, 803.58], [54, 862.01], [59, 862.01]]"
750,vasc,61.0,832.791758705757,90.6355,"[[63, 803.58], [59, 803.58], [59, 862.01], [63, 862.01]]"
751,vasc,65.0,832.791758705757,80.315,"[[67, 803.58], [63, 803.58], [63, 862.01], [67, 862.01]]"
752,vasc,69.0,832.791758705757,75.9122,"[[71, 803.58], [67, 803.58], [67, 862.01], [71, 862.01]]"
753,vasc,73.0,832.791758705757,75.9122,"[[75, 803.58], [71, 803.58], [71, 862.01], [75, 862.01]]"
754,vasc,77.0,832.791758705757,80.315,"[[79, 803.58], [75, 803.58], [75, 862.01], [79, 862.01]]"
755,vasc,81.0,832.791758705757,90.6355,"[[83, 803.58], [79, 803.58], [79, 862.01], [83, 862.01]]"
756,peri,85.5,832.791758705757,104.972,"[[88, 803.58], [83, 803.58], [83, 862.01], [88, 862.01]]"
757,endo,91.5,832.791758705757,118.809,"[[95, 803.58], [88, 803.58], [88, 862.01], [95, 862.01]]"
758,cortex,100.5,832.791758705757,131.041,"[[106, 803.58], [95, 803.58], [95, 862.01], [106, 862.01]]"
759,epidermis,111.0,832.791758705757,152.436,"[[116, 803.58], [106, 803.58], [106, 862.01], [116, 862.01]]"
760,epidermis,31.0,891.2203682936652,151.495,"[[36, 862.01], [26, 862.01], [26, 920.43], [36, 920.43]]"
761,cortex,41.5,891.2203682936652,130.076,"[[47, 862.01], [36, 862.01], [36, 920.43], [47, 920.43]]"
762,endo,50.5,891.2203682936652,117.725,"[[54, 862.01], [47, 862.01], [47, 920.43], [54, 920.43]]"
763,peri,56.5,891.2203682936652,104.274,"[[59, 862.01], [54, 862.01], [54, 920.43], [59, 920.43]]"
764,vasc,61.0,891.2203682936652,90.5667,"[[63, 862.01], [59, 862.01], [59, 920.43], [63, 920.43]]"
765,vasc,65.0,891.2203682936652,81.3532,"[[67, 862.01], [63, 862.01], [63, 920.43], [67, 920.43]]"
766,vasc,69.0,891.2203682936652,77.59,"[[71, 862.01], [67, 862.01], [67, 920.43], [71, 920.43]]"
767,vasc,73.0,891.2203682936652,77.59,"[[75, 862.01], [71, 862.01], [71, 920.43], [75, 920.43]]"
768,vasc,77.0,891.2203682936652,81.3532,"[[79, 862.01], [75, 862.01], [75, 920.43], [79, 920.43]]"
769,vasc,81.0,891.2203682936652,90.5667,"[[83, 862.01], [79, 862.01], [79, 920.43], [83, 920.43]]"
770,peri,85.5,891.2203682936652,104.274,"[[88, 862.01], [83, 862.01], [83, 920.43], [88, 920.43]]"
771,endo,91.5,891.2203682936652,117.725,"[[95, 862.01], [88, 862.01], [88, 920.43], [95, 920.43]]"
772,cortex,100.5,891.2203682936652,130.076,"[[106, 862.01], [95, 862.01], [95, 920.43], [106, 920.43]]"
773,epidermis,111.0,891.2203682936652,151.495,"[[116, 862.01], [106, 862.01], [106, 920.43], [116, 920.43]]"
774,epidermis,31.0,949.648977881573,149.348,"[[36, 920.43], [26, 920.43], [26, 978.86], [36, 978.86]]"
775,cortex,41.5,949.648977881573,127.874,"[[47, 920.43], [36, 920.43], [36, 978.86], [47, 978.86]]"
776,endo,50.5,949.648977881573,115.592,"[[54, 920.43], [47, 920.43], [47, 978.86], [54, 978.86]]"
777,peri,56.5,949.648977881573,102.754,"[[59, 920.43], [54, 920.43], [54, 978.86], [59, 978.86]]"
778,vasc,61.0,949.648977881573,89.9205,"[[63, 920.43], [59, 920.43], [59, 978.86], [63, 978.86]]"
779,vasc,65.0,949.648977881573,81.4319,"[[67, 920.43], [63, 920.43], [63, 978.86], [67, 978.86]]"
780,vasc,69.0,949.648977881573,77.9958,"[[71, 920.43], [67, 920.43], [67, 978.86], [71, 978.86]]"
781,vasc,73.0,949.648977881573,77.9958,"[[75, 920.43], [71, 920.43], [71, 978.86], [75, 978.86]]"
782,vasc,77.0,949.648977881573,81.4319,"[[79, 920.43], [75, 920.43], [75, 978.86], [79, 978.86]]"
783,vasc,81.0,949.648977881573,89.9205,"[[83, 920.43], [79, 920.43], [79, 978.86], [83, 978.86]]"
784,peri,85.5,949.648977881573,102.754,"[[88, 920.43], [83, 920.43], [83, 978.86], [88, 978.86]]"
785,endo,91.5,949.648977881573,115.592,"[[95, 920.43], [88, 920.43], [88, 978.86], [95, 978.86]]"
786,cortex,100.5,949.648977881573,127.874,"[[106, 920.43], [95, 920.43], [95, 978.86], [106, 978.86]]"
787,epidermis,111.0,949.648977881573,149.348,"[[116, 920.43], [106, 920.43], [106, 978.86], [116, 978.86]]"
788,epidermis,31.0,1008.0775874694821,147.441,"[[36, 978.86], [26, 978.86], [26, 1037.29], [36, 1037.29]]"
789,cortex,41.5,1008.0775874694821,128.424,"[[47, 978.86], [36, 978.86], [36, 1037.29], [47, 1037.29]]"
790,endo,50.5,1008.0775874694821,117.061,"[[54, 978.86], [47, 978.86], [47, 1037.29], [54, 1037.29]]"
791,peri,56.5,1008.0775874694821,104.437,"[[59, 978.86], [54, 978.86], [54, 1037.29], [59, 1037.29]]"
792,vasc,61.0,1008.0775874694821,91.491,"[[63, 978.86], [59, 978.86], [59, 1037.29], [63, 1037.29]]"
793,vasc,65.0,1008.0775874694821,82.8186,"[[67, 978.86], [63, 978.86], [63, 1037.29], [67, 1037.29]]"
794,vasc,69.0,1008.0775874694821,79.2666,"[[71, 978.86], [67, 978.86], [67, 1037.29], [71, 1037.29]]"
795,vasc,73.0,1008.0775874694821,79.2666,"[[75, 978.86], [71, 978.86], [71, 1037.29], [75, 1037.29]]"
796,vasc,77.0,1008.0775874694821,82.8186,"[[79, 978.86], [75, 978.86], [75, 1037.29], [79, 1037.29]]"
797,vasc,81.0,1008.0775874694821,91.491,"[[83, 978.86], [79, 978.86], [79, 1037.29], [83, 1037.29]]"
798,peri,85.5,1008.0775874694821,104.437,"[[88, 978.86], [83, 978.86], [83, 1037.29], [88, 1037.29]]"
799,endo,91.5,1008.0775874694821,117.061,"[[95, 978.86], [88, 978.86], [88, 1037.29], [95, 1037.29]]"
800,cortex,100.5,1008.0775874694821,128.424,"[[106, 978.86], [95, 978.86], [95, 1037.29], [106, 1037.29]]"
