cell,corners,centroid,auxin
60,"[[21, 83], [21, 89], [24, 89], [24, 83]]","[22.5, 86.0]",728.721
61,"[[26, 83], [26, 86], [34, 86], [34, 83]]","[30.0, 84.5]",141.368
62,"[[36, 83], [36, 86], [45, 86], [45, 83]]","[40.5, 84.5]",122.693
63,"[[47, 83], [47, 86], [52, 86], [52, 83]]","[49.5, 84.5]",81.6574
64,"[[54, 83], [54, 86], [57, 86], [57, 83]]","[55.5, 84.5]",354.807
65,"[[59, 83], [59, 86], [61, 86], [61, 83]]","[60.0, 84.5]",311.314
66,"[[63, 83], [63, 86], [65, 86], [65, 83]]","[64.0, 84.5]",252.788
67,"[[67, 83], [67, 86], [69, 86], [69, 83]]","[68.0, 84.5]",253.446
68,"[[71, 83], [71, 86], [73, 86], [73, 83]]","[72.0, 84.5]",253.446
69,"[[75, 83], [75, 86], [77, 86], [77, 83]]","[76.0, 84.5]",252.788
70,"[[79, 83], [79, 86], [81, 86], [81, 83]]","[80.0, 84.5]",311.314
71,"[[83, 83], [83, 86], [86, 86], [86, 83]]","[84.5, 84.5]",354.807
72,"[[88, 83], [88, 86], [93, 86], [93, 83]]","[90.5, 84.5]",81.6574
73,"[[95, 83], [95, 86], [104, 86], [104, 83]]","[99.5, 84.5]",122.693
74,"[[106, 83], [106, 86], [114, 86], [114, 83]]","[110.0, 84.5]",141.368
75,"[[116, 83], [116, 89], [119, 89], [119, 83]]","[117.5, 86.0]",728.721
76,"[[26, 88], [26, 91], [34, 91], [34, 88]]","[30.0, 89.5]",159.684
77,"[[36, 88], [36, 91], [45, 91], [45, 88]]","[40.5, 89.5]",120.051
78,"[[47, 88], [47, 91], [52, 91], [52, 88]]","[49.5, 89.5]",58.0487
79,"[[54, 88], [54, 91], [57, 91], [57, 88]]","[55.5, 89.5]",273.935
80,"[[59, 88], [59, 91], [61, 91], [61, 88]]","[60.0, 89.5]",246.093
81,"[[63, 88], [63, 91], [65, 91], [65, 88]]","[64.0, 89.5]",206.073
82,"[[67, 88], [67, 91], [69, 91], [69, 88]]","[68.0, 89.5]",186.189
83,"[[71, 88], [71, 91], [73, 91], [73, 88]]","[72.0, 89.5]",186.189
84,"[[75, 88], [75, 91], [77, 91], [77, 88]]","[76.0, 89.5]",206.073
85,"[[79, 88], [79, 91], [81, 91], [81, 88]]","[80.0, 89.5]",246.093
86,"[[83, 88], [83, 91], [86, 91], [86, 88]]","[84.5, 89.5]",273.935
87,"[[88, 88], [88, 91], [93, 91], [93, 88]]","[90.5, 89.5]",58.0487
88,"[[95, 88], [95, 91], [104, 91], [104, 88]]","[99.5, 89.5]",120.051
89,"[[106, 88], [106, 91], [114, 91], [114, 88]]","[110.0, 89.5]",159.684
90,"[[21, 91], [21, 97], [24, 97], [24, 91]]","[22.5, 94.0]",666.581
91,"[[116, 91], [116, 97], [119, 97], [119, 91]]","[117.5, 94.0]",666.581
92,"[[26, 93], [26, 96], [34, 96], [34, 93]]","[30.0, 94.5]",167.907
93,"[[36, 93], [36, 96], [45, 96], [45, 93]]","[40.5, 94.5]",121.66
94,"[[47, 93], [47, 96], [52, 96], [52, 93]]","[49.5, 94.5]",56.2853
95,"[[54, 93], [54, 96], [57, 96], [57, 93]]","[55.5, 94.5]",260.109
96,"[[59, 93], [59, 96], [61, 96], [61, 93]]","[60.0, 94.5]",235.305
97,"[[63, 93], [63, 96], [65, 96], [65, 93]]","[64.0, 94.5]",196.069
98,"[[67, 93], [67, 96], [69, 96], [69, 93]]","[68.0, 94.5]",175.0
99,"[[71, 93], [71, 96], [73, 96], [73, 93]]","[72.0, 94.5]",175.0
100,"[[75, 93], [75, 96], [77, 96], [77, 93]]","[76.0, 94.5]",196.069
101,"[[79, 93], [79, 96], [81, 96], [81, 93]]","[80.0, 94.5]",235.305
102,"[[83, 93], [83, 96], [86, 96], [86, 93]]","[84.5, 94.5]",260.109
103,"[[88, 93], [88, 96], [93, 96], [93, 93]]","[90.5, 94.5]",56.2853
104,"[[95, 93], [95, 96], [104, 96], [104, 93]]","[99.5, 94.5]",121.66
105,"[[106, 93], [106, 96], [114, 96], [114, 93]]","[110.0, 94.5]",167.907
106,"[[26, 98], [26, 102], [34, 102], [34, 98]]","[30.0, 100.0]",171.271
107,"[[36, 98], [36, 102], [45, 102], [45, 98]]","[40.5, 100.0]",124.625
108,"[[47, 98], [47, 102], [52, 102], [52, 98]]","[49.5, 100.0]",55.7466
109,"[[54, 98], [54, 102], [57, 102], [57, 98]]","[55.5, 100.0]",247.724
110,"[[59, 98], [59, 102], [61, 102], [61, 98]]","[60.0, 100.0]",227.433
111,"[[63, 98], [63, 102], [65, 102], [65, 98]]","[64.0, 100.0]",187.566
112,"[[67, 98], [67, 102], [69, 102], [69, 98]]","[68.0, 100.0]",167.471
113,"[[71, 98], [71, 102], [73, 102], [73, 98]]","[72.0, 100.0]",167.471
114,"[[75, 98], [75, 102], [77, 102], [77, 98]]","[76.0, 100.0]",187.566
115,"[[79, 98], [79, 102], [81, 102], [81, 98]]","[80.0, 100.0]",227.433
116,"[[83, 98], [83, 102], [86, 102], [86, 98]]","[84.5, 100.0]",247.724
117,"[[88, 98], [88, 102], [93, 102], [93, 98]]","[90.5, 100.0]",55.7466
118,"[[95, 98], [95, 102], [104, 102], [104, 98]]","[99.5, 100.0]",124.625
119,"[[106, 98], [106, 102], [114, 102], [114, 98]]","[110.0, 100.0]",171.271
120,"[[21, 99], [21, 105], [24, 105], [24, 99]]","[22.5, 102.0]",606.694
121,"[[116, 99], [116, 105], [119, 105], [119, 99]]","[117.5, 102.0]",606.694
122,"[[26, 104], [26, 110], [34, 110], [34, 104]]","[30.0, 107.0]",174.221
123,"[[36, 104], [36, 110], [45, 110], [45, 104]]","[40.5, 107.0]",127.534
124,"[[47, 104], [47, 110], [52, 110], [52, 104]]","[49.5, 107.0]",57.2192
125,"[[54, 104], [54, 110], [57, 110], [57, 104]]","[55.5, 107.0]",212.494
126,"[[59, 104], [59, 110], [61, 110], [61, 104]]","[60.0, 107.0]",199.711
127,"[[63, 104], [63, 110], [65, 110], [65, 104]]","[64.0, 107.0]",162.887
128,"[[67, 104], [67, 110], [69, 110], [69, 104]]","[68.0, 107.0]",145.485
129,"[[71, 104], [71, 110], [73, 110], [73, 104]]","[72.0, 107.0]",145.485
130,"[[75, 104], [75, 110], [77, 110], [77, 104]]","[76.0, 107.0]",162.887
131,"[[79, 104], [79, 110], [81, 110], [81, 104]]","[80.0, 107.0]",199.711
132,"[[83, 104], [83, 110], [86, 110], [86, 104]]","[84.5, 107.0]",212.494
133,"[[88, 104], [88, 110], [93, 110], [93, 104]]","[90.5, 107.0]",57.2192
134,"[[95, 104], [95, 110], [104, 110], [104, 104]]","[99.5, 107.0]",127.534
135,"[[106, 104], [106, 110], [114, 110], [114, 104]]","[110.0, 107.0]",174.221
136,"[[21, 107], [21, 113], [24, 113], [24, 107]]","[22.5, 110.0]",561.959
137,"[[116, 107], [116, 113], [119, 113], [119, 107]]","[117.5, 110.0]",561.959
138,"[[26, 112], [26, 117], [34, 117], [34, 112]]","[30.0, 114.5]",169.642
139,"[[36, 112], [36, 117], [45, 117], [45, 112]]","[40.5, 114.5]",123.658
140,"[[47, 112], [47, 117], [52, 117], [52, 112]]","[49.5, 114.5]",57.0897
141,"[[54, 112], [54, 117], [57, 117], [57, 112]]","[55.5, 114.5]",230.478
142,"[[59, 112], [59, 117], [61, 117], [61, 112]]","[60.0, 114.5]",216.678
143,"[[63, 112], [63, 117], [65, 117], [65, 112]]","[64.0, 114.5]",178.804
144,"[[67, 112], [67, 117], [69, 117], [69, 112]]","[68.0, 114.5]",160.363
145,"[[71, 112], [71, 117], [73, 117], [73, 112]]","[72.0, 114.5]",160.363
146,"[[75, 112], [75, 117], [77, 117], [77, 112]]","[76.0, 114.5]",178.804
147,"[[79, 112], [79, 117], [81, 117], [81, 112]]","[80.0, 114.5]",216.678
148,"[[83, 112], [83, 117], [86, 117], [86, 112]]","[84.5, 114.5]",230.478
149,"[[88, 112], [88, 117], [93, 117], [93, 112]]","[90.5, 114.5]",57.0897
150,"[[95, 112], [95, 117], [104, 117], [104, 112]]","[99.5, 114.5]",123.658
151,"[[106, 112], [106, 117], [114, 117], [114, 112]]","[110.0, 114.5]",169.642
152,"[[21, 115], [21, 120], [24, 120], [24, 115]]","[22.5, 117.5]",535.891
153,"[[116, 115], [116, 120], [119, 120], [119, 115]]","[117.5, 117.5]",535.891
