cell,corners,centroid,auxin
60,"[[21, 83], [21, 86], [24, 86], [24, 83]]","[22.5, 84.5]",542.46
61,"[[26, 83], [26, 86], [34, 86], [34, 83]]","[30.0, 84.5]",139.696
62,"[[36, 83], [36, 86], [45, 86], [45, 83]]","[40.5, 84.5]",115.962
63,"[[47, 83], [47, 86], [52, 86], [52, 83]]","[49.5, 84.5]",88.3193
64,"[[54, 83], [54, 86], [57, 86], [57, 83]]","[55.5, 84.5]",272.068
65,"[[59, 83], [59, 86], [61, 86], [61, 83]]","[60.0, 84.5]",236.567
66,"[[63, 83], [63, 86], [65, 86], [65, 83]]","[64.0, 84.5]",195.635
67,"[[67, 83], [67, 86], [69, 86], [69, 83]]","[68.0, 84.5]",201.221
68,"[[71, 83], [71, 86], [73, 86], [73, 83]]","[72.0, 84.5]",201.221
69,"[[75, 83], [75, 86], [77, 86], [77, 83]]","[76.0, 84.5]",195.635
70,"[[79, 83], [79, 86], [81, 86], [81, 83]]","[80.0, 84.5]",236.567
71,"[[83, 83], [83, 86], [86, 86], [86, 83]]","[84.5, 84.5]",272.068
72,"[[88, 83], [88, 86], [93, 86], [93, 83]]","[90.5, 84.5]",88.3193
73,"[[95, 83], [95, 86], [104, 86], [104, 83]]","[99.5, 84.5]",115.962
74,"[[106, 83], [106, 86], [114, 86], [114, 83]]","[110.0, 84.5]",139.696
75,"[[116, 83], [116, 86], [119, 86], [119, 83]]","[117.5, 84.5]",542.46
76,"[[21, 88], [21, 91], [24, 91], [24, 88]]","[22.5, 89.5]",511.92
77,"[[26, 88], [26, 91], [34, 91], [34, 88]]","[30.0, 89.5]",142.46
78,"[[36, 88], [36, 91], [45, 91], [45, 88]]","[40.5, 89.5]",108.099
79,"[[47, 88], [47, 91], [52, 91], [52, 88]]","[49.5, 89.5]",59.8835
80,"[[54, 88], [54, 91], [57, 91], [57, 88]]","[55.5, 89.5]",194.275
81,"[[59, 88], [59, 91], [61, 91], [61, 88]]","[60.0, 89.5]",169.862
82,"[[63, 88], [63, 91], [65, 91], [65, 88]]","[64.0, 89.5]",142.417
83,"[[67, 88], [67, 91], [69, 91], [69, 88]]","[68.0, 89.5]",129.485
84,"[[71, 88], [71, 91], [73, 91], [73, 88]]","[72.0, 89.5]",129.485
85,"[[75, 88], [75, 91], [77, 91], [77, 88]]","[76.0, 89.5]",142.417
86,"[[79, 88], [79, 91], [81, 91], [81, 88]]","[80.0, 89.5]",169.862
87,"[[83, 88], [83, 91], [86, 91], [86, 88]]","[84.5, 89.5]",194.275
88,"[[88, 88], [88, 91], [93, 91], [93, 88]]","[90.5, 89.5]",59.8835
89,"[[95, 88], [95, 91], [104, 91], [104, 88]]","[99.5, 89.5]",108.099
90,"[[106, 88], [106, 91], [114, 91], [114, 88]]","[110.0, 89.5]",142.46
91,"[[116, 88], [116, 91], [119, 91], [119, 88]]","[117.5, 89.5]",511.92
92,"[[21, 93], [21, 96], [24, 96], [24, 93]]","[22.5, 94.5]",478.331
93,"[[26, 93], [26, 96], [34, 96], [34, 93]]","[30.0, 94.5]",148.131
94,"[[36, 93], [36, 96], [45, 96], [45, 93]]","[40.5, 94.5]",106.748
95,"[[47, 93], [47, 96], [52, 96], [52, 93]]","[49.5, 94.5]",57.1605
96,"[[54, 93], [54, 96], [57, 96], [57, 93]]","[55.5, 94.5]",182.699
97,"[[59, 93], [59, 96], [61, 96], [61, 93]]","[60.0, 94.5]",159.728
98,"[[63, 93], [63, 96], [65, 96], [65, 93]]","[64.0, 94.5]",133.888
99,"[[67, 93], [67, 96], [69, 96], [69, 93]]","[68.0, 94.5]",121.43
100,"[[71, 93], [71, 96], [73, 96], [73, 93]]","[72.0, 94.5]",121.43
101,"[[75, 93], [75, 96], [77, 96], [77, 93]]","[76.0, 94.5]",133.888
102,"[[79, 93], [79, 96], [81, 96], [81, 93]]","[80.0, 94.5]",159.728
103,"[[83, 93], [83, 96], [86, 96], [86, 93]]","[84.5, 94.5]",182.699
104,"[[88, 93], [88, 96], [93, 96], [93, 93]]","[90.5, 94.5]",57.1605
105,"[[95, 93], [95, 96], [104, 96], [104, 93]]","[99.5, 94.5]",106.748
106,"[[106, 93], [106, 96], [114, 96], [114, 93]]","[110.0, 94.5]",148.131
107,"[[116, 93], [116, 96], [119, 96], [119, 93]]","[117.5, 94.5]",478.331
108,"[[21, 98], [21, 101], [24, 101], [24, 98]]","[22.5, 99.5]",452.693
109,"[[26, 98], [26, 101], [34, 101], [34, 98]]","[30.0, 99.5]",147.431
110,"[[36, 98], [36, 101], [45, 101], [45, 98]]","[40.5, 99.5]",105.279
111,"[[47, 98], [47, 101], [52, 101], [52, 98]]","[49.5, 99.5]",55.8903
112,"[[54, 98], [54, 101], [57, 101], [57, 98]]","[55.5, 99.5]",175.34
113,"[[59, 98], [59, 101], [61, 101], [61, 98]]","[60.0, 99.5]",152.525
114,"[[63, 98], [63, 101], [65, 101], [65, 98]]","[64.0, 99.5]",127.778
115,"[[67, 98], [67, 101], [69, 101], [69, 98]]","[68.0, 99.5]",115.99
116,"[[71, 98], [71, 101], [73, 101], [73, 98]]","[72.0, 99.5]",115.99
117,"[[75, 98], [75, 101], [77, 101], [77, 98]]","[76.0, 99.5]",127.778
118,"[[79, 98], [79, 101], [81, 101], [81, 98]]","[80.0, 99.5]",152.525
119,"[[83, 98], [83, 101], [86, 101], [86, 98]]","[84.5, 99.5]",175.34
120,"[[88, 98], [88, 101], [93, 101], [93, 98]]","[90.5, 99.5]",55.8903
121,"[[95, 98], [95, 101], [104, 101], [104, 98]]","[99.5, 99.5]",105.279
122,"[[106, 98], [106, 101], [114, 101], [114, 98]]","[110.0, 99.5]",147.431
123,"[[116, 98], [116, 101], [119, 101], [119, 98]]","[117.5, 99.5]",452.693
124,"[[21, 103], [21, 106], [24, 106], [24, 103]]","[22.5, 104.5]",431.857
125,"[[26, 103], [26, 106], [34, 106], [34, 103]]","[30.0, 104.5]",144.237
126,"[[36, 103], [36, 106], [45, 106], [45, 103]]","[40.5, 104.5]",103.055
127,"[[47, 103], [47, 106], [52, 106], [52, 103]]","[49.5, 104.5]",55.0439
128,"[[54, 103], [54, 106], [57, 106], [57, 103]]","[55.5, 104.5]",167.556
129,"[[59, 103], [59, 106], [61, 106], [61, 103]]","[60.0, 104.5]",145.246
130,"[[63, 103], [63, 106], [65, 106], [65, 103]]","[64.0, 104.5]",121.906
131,"[[67, 103], [67, 106], [69, 106], [69, 103]]","[68.0, 104.5]",110.817
132,"[[71, 103], [71, 106], [73, 106], [73, 103]]","[72.0, 104.5]",110.817
133,"[[75, 103], [75, 106], [77, 106], [77, 103]]","[76.0, 104.5]",121.906
134,"[[79, 103], [79, 106], [81, 106], [81, 103]]","[80.0, 104.5]",145.246
135,"[[83, 103], [83, 106], [86, 106], [86, 103]]","[84.5, 104.5]",167.556
136,"[[88, 103], [88, 106], [93, 106], [93, 103]]","[90.5, 104.5]",55.0439
137,"[[95, 103], [95, 106], [104, 106], [104, 103]]","[99.5, 104.5]",103.055
138,"[[106, 103], [106, 106], [114, 106], [114, 103]]","[110.0, 104.5]",144.237
139,"[[116, 103], [116, 106], [119, 106], [119, 103]]","[117.5, 104.5]",431.857
140,"[[21, 108], [21, 111], [24, 111], [24, 108]]","[22.5, 109.5]",413.168
141,"[[26, 108], [26, 111], [34, 111], [34, 108]]","[30.0, 109.5]",139.904
142,"[[36, 108], [36, 111], [45, 111], [45, 108]]","[40.5, 109.5]",100.349
143,"[[47, 108], [47, 111], [52, 111], [52, 108]]","[49.5, 109.5]",55.3145
144,"[[54, 108], [54, 111], [57, 111], [57, 108]]","[55.5, 109.5]",142.154
145,"[[59, 108], [59, 111], [61, 111], [61, 108]]","[60.0, 109.5]",124.403
146,"[[63, 108], [63, 111], [65, 111], [65, 108]]","[64.0, 109.5]",104.836
147,"[[67, 108], [67, 111], [69, 111], [69, 108]]","[68.0, 109.5]",95.4135
148,"[[71, 108], [71, 111], [73, 111], [73, 108]]","[72.0, 109.5]",95.4135
149,"[[75, 108], [75, 111], [77, 111], [77, 108]]","[76.0, 109.5]",104.836
150,"[[79, 108], [79, 111], [81, 111], [81, 108]]","[80.0, 109.5]",124.403
151,"[[83, 108], [83, 111], [86, 111], [86, 108]]","[84.5, 109.5]",142.154
152,"[[88, 108], [88, 111], [93, 111], [93, 108]]","[90.5, 109.5]",55.3145
153,"[[95, 108], [95, 111], [104, 111], [104, 108]]","[99.5, 109.5]",100.349
154,"[[106, 108], [106, 111], [114, 111], [114, 108]]","[110.0, 109.5]",139.904
155,"[[116, 108], [116, 111], [119, 111], [119, 108]]","[117.5, 109.5]",413.168
156,"[[21, 113], [21, 116], [24, 116], [24, 113]]","[22.5, 114.5]",393.498
157,"[[26, 113], [26, 116], [34, 116], [34, 113]]","[30.0, 114.5]",134.511
158,"[[36, 113], [36, 116], [45, 116], [45, 113]]","[40.5, 114.5]",97.2813
159,"[[47, 113], [47, 116], [52, 116], [52, 113]]","[49.5, 114.5]",54.8721
160,"[[54, 113], [54, 116], [57, 116], [57, 113]]","[55.5, 114.5]",148.273
161,"[[59, 113], [59, 116], [61, 116], [61, 113]]","[60.0, 114.5]",130.747
