cell,corners,centroid,auxin
60,"[[21, 83], [21, 86], [24, 86], [24, 83]]","[22.5, 84.5]",788.026
61,"[[26, 83], [26, 87], [34, 87], [34, 83]]","[30.0, 85.0]",155.583
62,"[[36, 83], [36, 87], [45, 87], [45, 83]]","[40.5, 85.0]",127.073
63,"[[47, 83], [47, 87], [52, 87], [52, 83]]","[49.5, 85.0]",80.1262
64,"[[54, 83], [54, 87], [57, 87], [57, 83]]","[55.5, 85.0]",353.09
65,"[[59, 83], [59, 87], [61, 87], [61, 83]]","[60.0, 85.0]",317.353
66,"[[63, 83], [63, 87], [65, 87], [65, 83]]","[64.0, 85.0]",258.141
67,"[[67, 83], [67, 87], [69, 87], [69, 83]]","[68.0, 85.0]",257.242
68,"[[71, 83], [71, 87], [73, 87], [73, 83]]","[72.0, 85.0]",257.242
69,"[[75, 83], [75, 87], [77, 87], [77, 83]]","[76.0, 85.0]",258.141
70,"[[79, 83], [79, 87], [81, 87], [81, 83]]","[80.0, 85.0]",317.353
71,"[[83, 83], [83, 87], [86, 87], [86, 83]]","[84.5, 85.0]",353.09
72,"[[88, 83], [88, 87], [93, 87], [93, 83]]","[90.5, 85.0]",80.1262
73,"[[95, 83], [95, 87], [104, 87], [104, 83]]","[99.5, 85.0]",127.073
74,"[[106, 83], [106, 87], [114, 87], [114, 83]]","[110.0, 85.0]",155.583
75,"[[116, 83], [116, 86], [119, 86], [119, 83]]","[117.5, 84.5]",788.026
76,"[[21, 88], [21, 91], [24, 91], [24, 88]]","[22.5, 89.5]",755.981
77,"[[116, 88], [116, 91], [119, 91], [119, 88]]","[117.5, 89.5]",755.981
78,"[[26, 89], [26, 93], [34, 93], [34, 89]]","[30.0, 91.0]",155.928
79,"[[36, 89], [36, 93], [45, 93], [45, 89]]","[40.5, 91.0]",123.648
80,"[[47, 89], [47, 93], [52, 93], [52, 89]]","[49.5, 91.0]",57.4952
81,"[[54, 89], [54, 93], [57, 93], [57, 89]]","[55.5, 91.0]",285.27
82,"[[59, 89], [59, 93], [61, 93], [61, 89]]","[60.0, 91.0]",263.792
83,"[[63, 89], [63, 93], [65, 93], [65, 89]]","[64.0, 91.0]",220.788
84,"[[67, 89], [67, 93], [69, 93], [69, 89]]","[68.0, 91.0]",199.829
85,"[[71, 89], [71, 93], [73, 93], [73, 89]]","[72.0, 91.0]",199.829
86,"[[75, 89], [75, 93], [77, 93], [77, 89]]","[76.0, 91.0]",220.788
87,"[[79, 89], [79, 93], [81, 93], [81, 89]]","[80.0, 91.0]",263.792
88,"[[83, 89], [83, 93], [86, 93], [86, 89]]","[84.5, 91.0]",285.27
89,"[[88, 89], [88, 93], [93, 93], [93, 89]]","[90.5, 91.0]",57.4952
90,"[[95, 89], [95, 93], [104, 93], [104, 89]]","[99.5, 91.0]",123.648
91,"[[106, 89], [106, 93], [114, 93], [114, 89]]","[110.0, 91.0]",155.928
92,"[[21, 93], [21, 96], [24, 96], [24, 93]]","[22.5, 94.5]",716.43
93,"[[116, 93], [116, 96], [119, 96], [119, 93]]","[117.5, 94.5]",716.43
94,"[[26, 95], [26, 99], [34, 99], [34, 95]]","[30.0, 97.0]",168.626
95,"[[36, 95], [36, 99], [45, 99], [45, 95]]","[40.5, 97.0]",125.21
96,"[[47, 95], [47, 99], [52, 99], [52, 95]]","[49.5, 97.0]",56.163
97,"[[54, 95], [54, 99], [57, 99], [57, 95]]","[55.5, 97.0]",271.795
98,"[[59, 95], [59, 99], [61, 99], [61, 95]]","[60.0, 97.0]",251.422
99,"[[63, 95], [63, 99], [65, 99], [65, 95]]","[64.0, 97.0]",210.314
100,"[[67, 95], [67, 99], [69, 99], [69, 95]]","[68.0, 97.0]",189.964
101,"[[71, 95], [71, 99], [73, 99], [73, 95]]","[72.0, 97.0]",189.964
102,"[[75, 95], [75, 99], [77, 99], [77, 95]]","[76.0, 97.0]",210.314
103,"[[79, 95], [79, 99], [81, 99], [81, 95]]","[80.0, 97.0]",251.422
104,"[[83, 95], [83, 99], [86, 99], [86, 95]]","[84.5, 97.0]",271.795
105,"[[88, 95], [88, 99], [93, 99], [93, 95]]","[90.5, 97.0]",56.163
106,"[[95, 95], [95, 99], [104, 99], [104, 95]]","[99.5, 97.0]",125.21
