al,pin,pina,pinb,pinl,pinm,auxin_w,y_dist_from_roottip,centroid
1,0.2625,0.0,1.0,0.025,0.025,1,265.5,"(65.0, 276.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,265.5,"(69.0, 276.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,265.5,"(73.0, 276.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,265.5,"(77.0, 276.5)"
1,0.2625,0.0,1.0,0.025,0.025,1,265.5,"(81.0, 276.5)"
1,0.275,0.0,1.0,0.0,0.1,1,265.5,"(85.5, 276.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,265.5,"(91.5, 276.5)"
1,0.275,0.0,1.0,0.0,0.1,1,265.5,"(100.5, 276.5)"
1,0.3,1.0,0.0,0.1,0.1,1,265.5,"(111.0, 276.5)"
1,0.75,1.0,0.0,1.0,1.0,1,270.5,"(31.0, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(41.5, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(50.5, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(56.5, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(61.0, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(65.0, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(69.0, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(73.0, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(77.0, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(81.0, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(85.5, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(91.5, 281.5)"
1,0.25,0.0,1.0,0.0,0.0,1,270.5,"(100.5, 281.5)"
1,0.75,1.0,0.0,1.0,1.0,1,270.5,"(111.0, 281.5)"
1,0.275,1.0,0.0,0.0,0.1,1,279.5,"(31.0, 290.5)"
1,0.275,1.0,0.0,0.0,0.1,1,279.5,"(41.5, 290.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,279.5,"(50.5, 290.5)"
1,0.3,0.0,1.0,0.1,0.1,1,279.5,"(56.5, 290.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,279.5,"(61.0, 290.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,279.5,"(65.0, 290.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,279.5,"(69.0, 290.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,279.5,"(73.0, 290.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,279.5,"(77.0, 290.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,279.5,"(81.0, 290.5)"
1,0.3,0.0,1.0,0.1,0.1,1,279.5,"(85.5, 290.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,279.5,"(91.5, 290.5)"
1,0.275,1.0,0.0,0.0,0.1,1,279.5,"(100.5, 290.5)"
1,0.275,1.0,0.0,0.0,0.1,1,279.5,"(111.0, 290.5)"
1,0.275,1.0,0.0,0.0,0.1,1,293.0,"(31.0, 304.0)"
1,0.275,1.0,0.0,0.0,0.1,1,293.0,"(41.5, 304.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,293.0,"(50.5, 304.0)"
1,0.3,0.0,1.0,0.1,0.1,1,293.0,"(56.5, 304.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,293.0,"(61.0, 304.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,293.0,"(65.0, 304.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,293.0,"(69.0, 304.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,293.0,"(73.0, 304.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,293.0,"(77.0, 304.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,293.0,"(81.0, 304.0)"
1,0.3,0.0,1.0,0.1,0.1,1,293.0,"(85.5, 304.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,293.0,"(91.5, 304.0)"
1,0.275,1.0,0.0,0.0,0.1,1,293.0,"(100.5, 304.0)"
1,0.275,1.0,0.0,0.0,0.1,1,293.0,"(111.0, 304.0)"
1,0.275,1.0,0.0,0.0,0.1,1,308.0,"(31.0, 319.0)"
1,0.275,1.0,0.0,0.0,0.1,1,308.0,"(41.5, 319.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,308.0,"(50.5, 319.0)"
1,0.3,0.0,1.0,0.1,0.1,1,308.0,"(56.5, 319.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,308.0,"(61.0, 319.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,308.0,"(65.0, 319.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,308.0,"(69.0, 319.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,308.0,"(73.0, 319.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,308.0,"(77.0, 319.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,308.0,"(81.0, 319.0)"
1,0.3,0.0,1.0,0.1,0.1,1,308.0,"(85.5, 319.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,308.0,"(91.5, 319.0)"
1,0.275,1.0,0.0,0.0,0.1,1,308.0,"(100.5, 319.0)"
1,0.275,1.0,0.0,0.0,0.1,1,308.0,"(111.0, 319.0)"
1,0.275,1.0,0.0,0.0,0.1,1,325.5,"(31.0, 336.5)"
1,0.275,1.0,0.0,0.0,0.1,1,325.5,"(41.5, 336.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,325.5,"(50.5, 336.5)"
1,0.3,0.0,1.0,0.1,0.1,1,325.5,"(56.5, 336.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,325.5,"(61.0, 336.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,325.5,"(65.0, 336.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,325.5,"(69.0, 336.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,325.5,"(73.0, 336.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,325.5,"(77.0, 336.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,325.5,"(81.0, 336.5)"
1,0.3,0.0,1.0,0.1,0.1,1,325.5,"(85.5, 336.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,325.5,"(91.5, 336.5)"
1,0.275,1.0,0.0,0.0,0.1,1,325.5,"(100.5, 336.5)"
1,0.275,1.0,0.0,0.0,0.1,1,325.5,"(111.0, 336.5)"
1,0.275,1.0,0.0,0.0,0.1,1,346.5,"(31.0, 357.5)"
1,0.275,1.0,0.0,0.0,0.1,1,346.5,"(41.5, 357.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,346.5,"(50.5, 357.5)"
1,0.3,0.0,1.0,0.1,0.1,1,346.5,"(56.5, 357.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,346.5,"(61.0, 357.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,346.5,"(65.0, 357.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,346.5,"(69.0, 357.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,346.5,"(73.0, 357.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,346.5,"(77.0, 357.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,346.5,"(81.0, 357.5)"
1,0.3,0.0,1.0,0.1,0.1,1,346.5,"(85.5, 357.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,346.5,"(91.5, 357.5)"
1,0.275,1.0,0.0,0.0,0.1,1,346.5,"(100.5, 357.5)"
1,0.275,1.0,0.0,0.0,0.1,1,346.5,"(111.0, 357.5)"
1,0.275,1.0,0.0,0.0,0.1,1,372.0,"(31.0, 383.0)"
1,0.275,1.0,0.0,0.0,0.1,1,372.0,"(41.5, 383.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,372.0,"(50.5, 383.0)"
1,0.3,0.0,1.0,0.1,0.1,1,372.0,"(56.5, 383.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,372.0,"(61.0, 383.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,372.0,"(65.0, 383.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,372.0,"(69.0, 383.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,372.0,"(73.0, 383.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,372.0,"(77.0, 383.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,372.0,"(81.0, 383.0)"
1,0.3,0.0,1.0,0.1,0.1,1,372.0,"(85.5, 383.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,372.0,"(91.5, 383.0)"
1,0.275,1.0,0.0,0.0,0.1,1,372.0,"(100.5, 383.0)"
1,0.275,1.0,0.0,0.0,0.1,1,372.0,"(111.0, 383.0)"
1,0.275,1.0,0.0,0.0,0.1,1,403.0,"(31.0, 414.0)"
1,0.275,1.0,0.0,0.0,0.1,1,403.0,"(41.5, 414.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,403.0,"(50.5, 414.0)"
1,0.3,0.0,1.0,0.1,0.1,1,403.0,"(56.5, 414.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,403.0,"(61.0, 414.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,403.0,"(65.0, 414.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,403.0,"(69.0, 414.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,403.0,"(73.0, 414.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,403.0,"(77.0, 414.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,403.0,"(81.0, 414.0)"
1,0.3,0.0,1.0,0.1,0.1,1,403.0,"(85.5, 414.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,403.0,"(91.5, 414.0)"
1,0.275,1.0,0.0,0.0,0.1,1,403.0,"(100.5, 414.0)"
1,0.275,1.0,0.0,0.0,0.1,1,403.0,"(111.0, 414.0)"
1,0.275,1.0,0.0,0.0,0.1,1,440.5,"(31.0, 451.5)"
1,0.275,1.0,0.0,0.0,0.1,1,440.5,"(41.5, 451.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,440.5,"(50.5, 451.5)"
1,0.3,0.0,1.0,0.1,0.1,1,440.5,"(56.5, 451.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,440.5,"(61.0, 451.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,440.5,"(65.0, 451.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,440.5,"(69.0, 451.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,440.5,"(73.0, 451.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,440.5,"(77.0, 451.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,440.5,"(81.0, 451.5)"
1,0.3,0.0,1.0,0.1,0.1,1,440.5,"(85.5, 451.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,440.5,"(91.5, 451.5)"
1,0.275,1.0,0.0,0.0,0.1,1,440.5,"(100.5, 451.5)"
1,0.275,1.0,0.0,0.0,0.1,1,440.5,"(111.0, 451.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,488.5,"(31.0, 499.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,488.5,"(41.5, 499.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,488.5,"(50.5, 499.5)"
1,0.3,0.0,1.0,0.1,0.1,1,488.5,"(56.5, 499.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,488.5,"(61.0, 499.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,488.5,"(65.0, 499.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,488.5,"(69.0, 499.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,488.5,"(73.0, 499.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,488.5,"(77.0, 499.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,488.5,"(81.0, 499.5)"
1,0.3,0.0,1.0,0.1,0.1,1,488.5,"(85.5, 499.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,488.5,"(91.5, 499.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,488.5,"(100.5, 499.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,488.5,"(111.0, 499.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,543.5,"(31.0, 554.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,543.5,"(41.5, 554.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,543.5,"(50.5, 554.5)"
1,0.3,0.0,1.0,0.1,0.1,1,543.5,"(56.5, 554.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,543.5,"(61.0, 554.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,543.5,"(65.0, 554.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,543.5,"(69.0, 554.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,543.5,"(73.0, 554.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,543.5,"(77.0, 554.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,543.5,"(81.0, 554.5)"
1,0.3,0.0,1.0,0.1,0.1,1,543.5,"(85.5, 554.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,543.5,"(91.5, 554.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,543.5,"(100.5, 554.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,543.5,"(111.0, 554.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,598.5,"(31.0, 609.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,598.5,"(41.5, 609.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,598.5,"(50.5, 609.5)"
1,0.3,0.0,1.0,0.1,0.1,1,598.5,"(56.5, 609.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,598.5,"(61.0, 609.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,598.5,"(65.0, 609.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,598.5,"(69.0, 609.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,598.5,"(73.0, 609.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,598.5,"(77.0, 609.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,598.5,"(81.0, 609.5)"
1,0.3,0.0,1.0,0.1,0.1,1,598.5,"(85.5, 609.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,598.5,"(91.5, 609.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,598.5,"(100.5, 609.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,598.5,"(111.0, 609.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,653.5,"(31.0, 664.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,653.5,"(41.5, 664.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,653.5,"(50.5, 664.5)"
1,0.3,0.0,1.0,0.1,0.1,1,653.5,"(56.5, 664.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,653.5,"(61.0, 664.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,653.5,"(65.0, 664.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,653.5,"(69.0, 664.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,653.5,"(73.0, 664.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,653.5,"(77.0, 664.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,653.5,"(81.0, 664.5)"
1,0.3,0.0,1.0,0.1,0.1,1,653.5,"(85.5, 664.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,653.5,"(91.5, 664.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,653.5,"(100.5, 664.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,653.5,"(111.0, 664.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,708.5,"(31.0, 719.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,708.5,"(41.5, 719.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,708.5,"(50.5, 719.5)"
1,0.3,0.0,1.0,0.1,0.1,1,708.5,"(56.5, 719.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,708.5,"(61.0, 719.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,708.5,"(65.0, 719.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,708.5,"(69.0, 719.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,708.5,"(73.0, 719.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,708.5,"(77.0, 719.5)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,708.5,"(81.0, 719.5)"
1,0.3,0.0,1.0,0.1,0.1,1,708.5,"(85.5, 719.5)"
1,0.3375,0.0,1.0,0.0,0.35,1,708.5,"(91.5, 719.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,708.5,"(100.5, 719.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,708.5,"(111.0, 719.5)"
1,0.1125,0.35,0.0,0.0,0.1,1,952.0,"(31.0, 963.0)"
1,0.1125,0.35,0.0,0.0,0.1,1,952.0,"(41.5, 963.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,952.0,"(50.5, 963.0)"
1,0.3,0.0,1.0,0.1,0.1,1,952.0,"(56.5, 963.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,952.0,"(61.0, 963.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,952.0,"(65.0, 963.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,952.0,"(69.0, 963.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,952.0,"(73.0, 963.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,952.0,"(77.0, 963.0)"
1,0.27625,0.0,1.0,0.0525,0.0525,1,952.0,"(81.0, 963.0)"
1,0.3,0.0,1.0,0.1,0.1,1,952.0,"(85.5, 963.0)"
1,0.3375,0.0,1.0,0.0,0.35,1,952.0,"(91.5, 963.0)"
1,0.1125,0.35,0.0,0.0,0.1,1,952.0,"(100.5, 963.0)"
1,0.1125,0.35,0.0,0.0,0.1,1,952.0,"(111.0, 963.0)"
