cell_id,cell_type,cell_zone,pin_wa,pin_wb,pin_wl,pin_wm
84,vasc,meristematic,1.0,0.0,1.0,1.0
85,vasc,meristematic,1.0,0.0,1.0,1.0
86,peri,meristematic,1.0,0.0,1.0,1.0
87,endo,meristematic,1.0,0.0,1.0,1.0
88,cortex,meristematic,1.0,0.0,1.0,1.0
89,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
90,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
91,epidermis,meristematic,0.2857142857142858,1.0,0.7857142857142858,0.9285714285714286
92,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
93,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
94,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
95,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
96,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
97,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
98,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
99,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
100,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
101,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
102,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
103,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
104,epidermis,meristematic,0.2857142857142858,1.0,0.7857142857142858,0.9285714285714286
105,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
106,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
107,cortex,meristematic,1.0,0.0,1.0,1.0
108,endo,meristematic,1.0,0.0,1.0,1.0
109,peri,meristematic,1.0,0.0,1.0,1.0
110,vasc,meristematic,1.0,0.0,1.0,1.0
111,vasc,meristematic,1.0,0.0,1.0,1.0
112,vasc,meristematic,1.0,0.0,1.0,1.0
113,vasc,meristematic,1.0,0.0,1.0,1.0
114,vasc,meristematic,1.0,0.0,1.0,1.0
115,vasc,meristematic,1.0,0.0,1.0,1.0
116,peri,meristematic,1.0,0.0,1.0,1.0
117,endo,meristematic,1.0,0.0,1.0,1.0
118,cortex,meristematic,1.0,0.0,1.0,1.0
119,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
120,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
121,epidermis,meristematic,0.2857142857142858,1.0,0.7857142857142858,0.9285714285714286
122,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
123,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
124,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
125,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
126,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
127,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
128,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
129,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
130,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
131,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
132,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
133,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
134,epidermis,meristematic,0.2857142857142858,1.0,0.7857142857142858,0.9285714285714286
135,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
136,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
137,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
138,cortex,meristematic,1.0,0.0,1.0,1.0
139,endo,meristematic,1.0,0.0,1.0,1.0
140,peri,meristematic,1.0,0.0,1.0,1.0
141,vasc,meristematic,1.0,0.0,1.0,1.0
142,vasc,meristematic,1.0,0.0,1.0,1.0
143,vasc,meristematic,1.0,0.0,1.0,1.0
144,vasc,meristematic,1.0,0.0,1.0,1.0
145,vasc,meristematic,1.0,0.0,1.0,1.0
146,vasc,meristematic,1.0,0.0,1.0,1.0
147,peri,meristematic,1.0,0.0,1.0,1.0
148,endo,meristematic,1.0,0.0,1.0,1.0
149,cortex,meristematic,1.0,0.0,1.0,1.0
150,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
151,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
152,epidermis,meristematic,0.2857142857142858,1.0,0.7857142857142858,0.9285714285714286
153,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
154,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
155,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
156,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
157,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
158,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
159,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
160,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
161,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
162,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
163,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
164,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
165,epidermis,meristematic,0.2857142857142858,1.0,0.7857142857142858,0.9285714285714286
166,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
167,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
168,cortex,meristematic,1.0,0.0,1.0,1.0
169,endo,meristematic,1.0,0.0,1.0,1.0
170,peri,meristematic,1.0,0.0,1.0,1.0
171,vasc,meristematic,1.0,0.0,1.0,1.0
172,vasc,meristematic,1.0,0.0,1.0,1.0
173,vasc,meristematic,1.0,0.0,1.0,1.0
174,vasc,meristematic,1.0,0.0,1.0,1.0
175,vasc,meristematic,1.0,0.0,1.0,1.0
176,vasc,meristematic,1.0,0.0,1.0,1.0
177,peri,meristematic,1.0,0.0,1.0,1.0
178,endo,meristematic,1.0,0.0,1.0,1.0
179,cortex,meristematic,1.0,0.0,1.0,1.0
180,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
181,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
182,epidermis,meristematic,0.2857142857142858,1.0,0.7857142857142858,0.9285714285714286
183,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
184,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
185,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
186,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
187,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
188,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
189,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
190,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
191,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
192,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
193,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
194,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
195,epidermis,meristematic,0.2857142857142858,1.0,0.7857142857142858,0.9285714285714286
196,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
197,cortex,meristematic,1.0,0.0,1.0,1.0
198,endo,meristematic,1.0,0.0,1.0,1.0
199,peri,meristematic,1.0,0.0,1.0,1.0
200,vasc,meristematic,1.0,0.0,1.0,1.0
201,vasc,meristematic,1.0,0.0,1.0,1.0
202,vasc,meristematic,1.0,0.0,1.0,1.0
203,vasc,meristematic,1.0,0.0,1.0,1.0
204,vasc,meristematic,1.0,0.0,1.0,1.0
205,vasc,meristematic,1.0,0.0,1.0,1.0
206,peri,meristematic,1.0,0.0,1.0,1.0
207,endo,meristematic,1.0,0.0,1.0,1.0
208,cortex,meristematic,1.0,0.0,1.0,1.0
209,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
210,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
211,epidermis,meristematic,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
212,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
213,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
214,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
215,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
216,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
217,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
218,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
219,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
220,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
221,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
222,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
223,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
224,epidermis,meristematic,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
225,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
226,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
227,cortex,meristematic,1.0,0.0,1.0,1.0
228,endo,meristematic,1.0,0.0,1.0,1.0
229,peri,meristematic,1.0,0.0,1.0,1.0
230,vasc,meristematic,1.0,0.0,1.0,1.0
231,vasc,meristematic,1.0,0.0,1.0,1.0
232,vasc,meristematic,1.0,0.0,1.0,1.0
233,vasc,meristematic,1.0,0.0,1.0,1.0
234,vasc,meristematic,1.0,0.0,1.0,1.0
235,vasc,meristematic,1.0,0.0,1.0,1.0
236,peri,meristematic,1.0,0.0,1.0,1.0
237,endo,meristematic,1.0,0.0,1.0,1.0
238,cortex,meristematic,1.0,0.0,1.0,1.0
239,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
240,epidermis,meristematic,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
241,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
242,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
243,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
244,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
245,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
246,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
247,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
248,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
249,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
250,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
251,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
252,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
253,epidermis,meristematic,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
254,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
255,cortex,meristematic,1.0,0.0,1.0,1.0
256,endo,meristematic,1.0,0.0,1.0,1.0
257,peri,meristematic,1.0,0.0,1.0,1.0
258,vasc,meristematic,1.0,0.0,1.0,1.0
259,vasc,meristematic,1.0,0.0,1.0,1.0
260,vasc,meristematic,1.0,0.0,1.0,1.0
261,vasc,meristematic,1.0,0.0,1.0,1.0
262,vasc,meristematic,1.0,0.0,1.0,1.0
263,vasc,meristematic,1.0,0.0,1.0,1.0
264,peri,meristematic,1.0,0.0,1.0,1.0
265,endo,meristematic,1.0,0.0,1.0,1.0
266,cortex,meristematic,1.0,0.0,1.0,1.0
267,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
268,epidermis,meristematic,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
269,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
270,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
271,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
272,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
273,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
274,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
275,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
276,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
277,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
278,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
279,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
280,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
281,epidermis,meristematic,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
282,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
283,cortex,meristematic,1.0,0.0,1.0,1.0
284,endo,meristematic,1.0,0.0,1.0,1.0
285,peri,meristematic,1.0,0.0,1.0,1.0
286,vasc,meristematic,1.0,0.0,1.0,1.0
287,vasc,meristematic,1.0,0.0,1.0,1.0
288,vasc,meristematic,1.0,0.0,1.0,1.0
289,vasc,meristematic,1.0,0.0,1.0,1.0
290,vasc,meristematic,1.0,0.0,1.0,1.0
291,vasc,meristematic,1.0,0.0,1.0,1.0
292,peri,meristematic,1.0,0.0,1.0,1.0
293,endo,meristematic,1.0,0.0,1.0,1.0
294,cortex,meristematic,1.0,0.0,1.0,1.0
295,epidermis,meristematic,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
296,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
297,epidermis,meristematic,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
298,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
299,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
300,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
301,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
302,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
303,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
304,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
305,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
306,vasc,meristematic,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
307,peri,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
308,endo,meristematic,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
309,cortex,meristematic,1.0,0.09090909090909094,1.0,0.9090909090909091
310,epidermis,meristematic,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
311,roottip,roottip,0.09090909090909094,1.0,1.0,0.9090909090909091
312,epidermis,transition,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
313,cortex,transition,1.0,0.0,1.0,1.0
314,endo,transition,1.0,0.0,1.0,1.0
315,peri,transition,1.0,0.0,1.0,1.0
316,vasc,transition,1.0,0.0,1.0,1.0
317,vasc,transition,1.0,0.0,1.0,1.0
318,vasc,transition,1.0,0.0,1.0,1.0
319,vasc,transition,1.0,0.0,1.0,1.0
320,vasc,transition,1.0,0.0,1.0,1.0
321,vasc,transition,1.0,0.0,1.0,1.0
322,peri,transition,1.0,0.0,1.0,1.0
323,endo,transition,1.0,0.0,1.0,1.0
324,cortex,transition,1.0,0.0,1.0,1.0
325,epidermis,transition,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
326,epidermis,transition,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
327,cortex,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
328,endo,transition,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
329,peri,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
330,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
331,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
332,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
333,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
334,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
335,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
336,peri,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
337,endo,transition,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
338,cortex,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
339,epidermis,transition,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
340,epidermis,transition,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
341,cortex,transition,1.0,0.0,1.0,1.0
342,endo,transition,1.0,0.0,1.0,1.0
343,peri,transition,1.0,0.0,1.0,1.0
344,vasc,transition,1.0,0.0,1.0,1.0
345,vasc,transition,1.0,0.0,1.0,1.0
346,vasc,transition,1.0,0.0,1.0,1.0
347,vasc,transition,1.0,0.0,1.0,1.0
348,vasc,transition,1.0,0.0,1.0,1.0
349,vasc,transition,1.0,0.0,1.0,1.0
350,peri,transition,1.0,0.0,1.0,1.0
351,endo,transition,1.0,0.0,1.0,1.0
352,cortex,transition,1.0,0.0,1.0,1.0
353,epidermis,transition,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
354,epidermis,transition,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
355,cortex,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
356,endo,transition,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
357,peri,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
358,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
359,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
360,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
361,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
362,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
363,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
364,peri,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
365,endo,transition,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
366,cortex,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
367,epidermis,transition,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
368,epidermis,transition,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
369,cortex,transition,1.0,0.0,1.0,1.0
370,endo,transition,1.0,0.0,1.0,1.0
371,peri,transition,1.0,0.0,1.0,1.0
372,vasc,transition,1.0,0.0,1.0,1.0
373,vasc,transition,1.0,0.0,1.0,1.0
374,vasc,transition,1.0,0.0,1.0,1.0
375,vasc,transition,1.0,0.0,1.0,1.0
376,vasc,transition,1.0,0.0,1.0,1.0
377,vasc,transition,1.0,0.0,1.0,1.0
378,peri,transition,1.0,0.0,1.0,1.0
379,endo,transition,1.0,0.0,1.0,1.0
380,cortex,transition,1.0,0.0,1.0,1.0
381,epidermis,transition,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
382,epidermis,transition,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
383,cortex,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
384,endo,transition,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
385,peri,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
386,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
387,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
388,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
389,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
390,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
391,vasc,transition,1.0,0.04761904761904745,0.9761904761904762,0.9761904761904762
392,peri,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
393,endo,transition,1.0,0.31034482758620696,0.9310344827586207,0.7586206896551725
394,cortex,transition,1.0,0.09090909090909094,1.0,0.9090909090909091
395,epidermis,transition,0.16666666666666674,1.0,0.9166666666666666,0.9166666666666666
