tick,mean,std,min,max
93,5.4791258076923075,3.7293713405967694,0.641353,11.6832
94,5.392653615384615,3.662074901577209,0.641928,11.4848
95,5.3077351923076925,3.5959897503500144,0.642493,11.29
96,5.224360961538461,3.531125261152776,0.643048,11.0987
97,5.142483230769231,3.467426455031006,0.643593,10.9108
98,5.062082,3.404882891670565,0.644128,10.7263
99,4.983109653846153,3.3434389705175955,0.644653,10.5451
100,5.107937481481481,3.3848207035740674,0.645169,10.3698
101,5.028163148148148,3.3237935817671165,0.645676,10.1959
102,4.949839296296296,3.2638916655397607,0.646174,10.0251
103,4.872921888888889,3.2050663318325543,0.646663,9.85738
104,4.797387962962962,3.1473003631381165,0.647143,9.69266
105,4.7231968148148145,3.0905538226273257,0.647614,9.5309
106,4.650350333333334,3.034842419478686,0.648077,9.37204
107,4.578814407407408,2.980135907092655,0.648532,9.21602
108,4.508578,2.926437621142167,0.648978,9.06262
109,4.439591148148148,2.8736862733354758,0.649416,8.91198
110,4.3718460740740746,2.8218858750177858,0.649846,8.76404
111,4.305318037037037,2.7710196155105558,0.650269,8.61876
112,4.239981111111111,2.721060959510119,0.650684,8.47557
113,4.175819777777778,2.6720040998865473,0.651092,8.33496
114,4.112811370370371,2.6238308015597487,0.651492,8.19688
115,4.050938185185185,2.5765279417968365,0.651885,8.0613
116,3.9901643703703704,2.530056021279418,0.652271,7.92816
117,3.930485074074074,2.484424351133959,0.65265,7.79742
118,3.8718780740740737,2.439614538580858,0.653022,7.66903
119,3.947578,2.4532427763884197,0.653388,7.54505
120,3.8886879999999997,2.4090420603465517,0.653747,7.4218
121,3.8308581428571427,2.365639290500297,0.6541,7.30076
122,3.7740745357142855,2.323027274479144,0.654446,7.18189
123,3.718302571428571,2.2811684332556887,0.654786,7.06515
124,3.6635326071428573,2.2400638314955277,0.65512,6.9505
125,3.609737857142857,2.1996846718828293,0.655448,6.83791
126,3.556910857142857,2.1600334182722385,0.65577,6.72734
127,3.505044464285714,2.1211119110370644,0.656086,6.61863
128,3.4541098214285713,2.0828921290558218,0.656397,6.51187
129,3.404101178571428,2.0453745328189212,0.656702,6.40702
130,3.354991392857143,2.0085334917106663,0.657002,6.30406
131,3.3067512142857143,1.9723360065521642,0.657296,6.20257
132,3.259379642857143,1.9367905372032217,0.657585,6.10291
133,3.2128519642857145,1.9018734030863442,0.657869,6.00505
134,3.167160714285714,1.8675853291288063,0.658148,5.90895
135,3.1222905714285716,1.8339151674670318,0.658422,5.81458
136,3.078227607142857,1.8008520658428808,0.658691,5.72191
137,3.0349657857142858,1.7683973341505759,0.658955,5.63091
138,2.9924879285714288,1.7365352870622675,0.659214,5.54155
139,3.0371498275862066,1.7373560555706489,0.659469,5.45567
140,2.994640379310345,1.7060700207763506,0.659719,5.36989
141,2.952895103448276,1.6753472637240752,0.659964,5.28565
142,2.9118858620689654,1.6451572840266075,0.660205,5.20292
143,2.871613931034483,1.6155110894241103,0.660442,5.12167
144,2.832067,1.5863986930807623,0.660675,5.04188
145,2.7932302068965518,1.5578110575862503,0.660903,4.96352
146,2.7550680344827585,1.5297055370588792,0.661127,4.88538
147,2.717592931034483,1.5021070755139185,0.661347,4.80866
148,2.6807935172413795,1.4750055758613998,0.661563,4.73339
149,2.644655655172414,1.4483936381397637,0.661775,4.66057
150,2.609168034482759,1.4222615006813073,0.661984,4.58906
151,2.574303,1.3965789560092647,0.662189,4.51883
152,2.5400660689655172,1.3713607704042927,0.66239,4.44986
153,2.5064455862068966,1.346597343535714,0.662587,4.38212
154,2.4734301724137935,1.3222803632734637,0.662781,4.3156
155,2.501540833333333,1.3178617174857334,0.662971,4.25681
156,2.4686497333333337,1.2941162349227782,0.663158,4.19306
157,2.436350566666667,1.270799543642244,0.663342,4.13044
158,2.4046316666666665,1.2479022132733932,0.663522,4.06893
159,2.3734780333333334,1.225410099694459,0.663699,4.00852
160,2.3428853,1.2033234390620606,0.663873,3.94918
161,2.3128365333333334,1.1816274653901375,0.664044,3.8909
162,2.2833284000000003,1.1603224815310966,0.664212,3.83366
163,2.254350233333333,1.1394007016097507,0.664377,3.77743
164,2.2259003666666666,1.1188645763778802,0.664539,3.7222
165,2.2450152903225806,1.1113373300207217,0.664698,3.66796
166,2.216738580645161,1.0913166026475911,0.664854,3.61462
167,2.1889673870967745,1.0716523175936832,0.665007,3.56204
168,2.1616952258064517,1.0523427702168395,0.665157,3.5104
169,2.1349095161290323,1.0333747517609035,0.665305,3.45968
170,2.108606064516129,1.0147491394658184,0.66545,3.40987
171,2.0827748709677416,0.9964588909705275,0.665592,3.36095
172,2.057412774193548,0.9785020640316892,0.665732,3.3129
173,2.0325061612903226,0.960868017517191,0.665869,3.26571
174,2.0080486451612902,0.9435527130300652,0.666004,3.21937
175,1.9840346774193547,0.9265538781109205,0.666136,3.17385
176,1.996582,0.9179734666039929,0.666266,3.12915
177,1.97277078125,0.9014332433129814,0.666394,3.08525
178,1.94938428125,0.8851869200214686,0.666519,3.04213
179,1.9264194375,0.8692338053326477,0.666642,2.99978
180,1.90386778125,0.8535680202417817,0.666763,2.95819
181,1.88171775,0.8381796990409901,0.666882,2.91739
182,1.8599690625,0.8230733828442798,0.666999,2.87748
183,1.83861634375,0.8082433223621209,0.667113,2.83828
184,1.81764621875,0.7936794931085212,0.667225,2.79977
185,1.797053375,0.7793785705095491,0.667335,2.76195
186,1.7768315625,0.7653356211890449,0.667443,2.7248
187,1.75697296875,0.7515455013215118,0.667549,2.68831
188,1.7647704242424243,0.743038461695719,0.667654,2.65247
189,1.7451241212121211,0.7296446141894121,0.667757,2.61727
190,1.7258329696969699,0.7164952395793756,0.667858,2.5827
191,1.706888787878788,0.7035829492933681,0.667957,2.54874
192,1.6882855151515153,0.6909032093618246,0.668054,2.51539
193,1.6700193939393941,0.6784546448511644,0.668149,2.48263
194,1.6520819696969695,0.666230380397074,0.668243,2.45045
