cell,corners,centroid,auxin
60,"[[21, 83], [21, 86], [24, 86], [24, 83]]","[22.5, 84.5]",832.314
61,"[[26, 83], [26, 87], [34, 87], [34, 83]]","[30.0, 85.0]",172.73
62,"[[36, 83], [36, 87], [45, 87], [45, 83]]","[40.5, 85.0]",139.543
63,"[[47, 83], [47, 87], [52, 87], [52, 83]]","[49.5, 85.0]",83.5053
64,"[[54, 83], [54, 87], [57, 87], [57, 83]]","[55.5, 85.0]",401.042
65,"[[59, 83], [59, 87], [61, 87], [61, 83]]","[60.0, 85.0]",364.192
66,"[[63, 83], [63, 87], [65, 87], [65, 83]]","[64.0, 85.0]",295.41
67,"[[67, 83], [67, 87], [69, 87], [69, 83]]","[68.0, 85.0]",293.08
68,"[[71, 83], [71, 87], [73, 87], [73, 83]]","[72.0, 85.0]",293.08
69,"[[75, 83], [75, 87], [77, 87], [77, 83]]","[76.0, 85.0]",295.41
70,"[[79, 83], [79, 87], [81, 87], [81, 83]]","[80.0, 85.0]",364.192
71,"[[83, 83], [83, 87], [86, 87], [86, 83]]","[84.5, 85.0]",401.042
72,"[[88, 83], [88, 87], [93, 87], [93, 83]]","[90.5, 85.0]",83.5053
73,"[[95, 83], [95, 87], [104, 87], [104, 83]]","[99.5, 85.0]",139.543
74,"[[106, 83], [106, 87], [114, 87], [114, 83]]","[110.0, 85.0]",172.73
75,"[[116, 83], [116, 86], [119, 86], [119, 83]]","[117.5, 84.5]",832.314
76,"[[21, 88], [21, 91], [24, 91], [24, 88]]","[22.5, 89.5]",797.594
77,"[[116, 88], [116, 91], [119, 91], [119, 88]]","[117.5, 89.5]",797.594
78,"[[26, 89], [26, 94], [34, 94], [34, 89]]","[30.0, 91.5]",173.196
79,"[[36, 89], [36, 94], [45, 94], [45, 89]]","[40.5, 91.5]",136.814
80,"[[47, 89], [47, 94], [52, 94], [52, 89]]","[49.5, 91.5]",58.2696
81,"[[54, 89], [54, 94], [57, 94], [57, 89]]","[55.5, 91.5]",301.149
82,"[[59, 89], [59, 94], [61, 94], [61, 89]]","[60.0, 91.5]",283.148
83,"[[63, 89], [63, 94], [65, 94], [65, 89]]","[64.0, 91.5]",233.625
84,"[[67, 89], [67, 94], [69, 94], [69, 89]]","[68.0, 91.5]",209.81
85,"[[71, 89], [71, 94], [73, 94], [73, 89]]","[72.0, 91.5]",209.81
86,"[[75, 89], [75, 94], [77, 94], [77, 89]]","[76.0, 91.5]",233.625
87,"[[79, 89], [79, 94], [81, 94], [81, 89]]","[80.0, 91.5]",283.148
88,"[[83, 89], [83, 94], [86, 94], [86, 89]]","[84.5, 91.5]",301.149
89,"[[88, 89], [88, 94], [93, 94], [93, 89]]","[90.5, 91.5]",58.2696
90,"[[95, 89], [95, 94], [104, 94], [104, 89]]","[99.5, 91.5]",136.814
91,"[[106, 89], [106, 94], [114, 94], [114, 89]]","[110.0, 91.5]",173.196
92,"[[21, 93], [21, 96], [24, 96], [24, 93]]","[22.5, 94.5]",759.952
93,"[[116, 93], [116, 96], [119, 96], [119, 93]]","[117.5, 94.5]",759.952
94,"[[26, 96], [26, 102], [34, 102], [34, 96]]","[30.0, 99.0]",196.873
95,"[[36, 96], [36, 102], [45, 102], [45, 96]]","[40.5, 99.0]",140.636
96,"[[47, 96], [47, 102], [52, 102], [52, 96]]","[49.5, 99.0]",58.3883
97,"[[54, 96], [54, 102], [57, 102], [57, 96]]","[55.5, 99.0]",290.419
98,"[[59, 96], [59, 102], [61, 102], [61, 96]]","[60.0, 99.0]",273.72
99,"[[63, 96], [63, 102], [65, 102], [65, 96]]","[64.0, 99.0]",225.735
100,"[[67, 96], [67, 102], [69, 102], [69, 96]]","[68.0, 99.0]",203.173
101,"[[71, 96], [71, 102], [73, 102], [73, 96]]","[72.0, 99.0]",203.173
102,"[[75, 96], [75, 102], [77, 102], [77, 96]]","[76.0, 99.0]",225.735
103,"[[79, 96], [79, 102], [81, 102], [81, 96]]","[80.0, 99.0]",273.72
104,"[[83, 96], [83, 102], [86, 102], [86, 96]]","[84.5, 99.0]",290.419
105,"[[88, 96], [88, 102], [93, 102], [93, 96]]","[90.5, 99.0]",58.3883
106,"[[95, 96], [95, 102], [104, 102], [104, 96]]","[99.5, 99.0]",140.636
107,"[[106, 96], [106, 102], [114, 102], [114, 96]]","[110.0, 99.0]",196.873
108,"[[21, 98], [21, 101], [24, 101], [24, 98]]","[22.5, 99.5]",719.89
109,"[[116, 98], [116, 101], [119, 101], [119, 98]]","[117.5, 99.5]",719.89
110,"[[21, 103], [21, 106], [24, 106], [24, 103]]","[22.5, 104.5]",687.138
111,"[[116, 103], [116, 106], [119, 106], [119, 103]]","[117.5, 104.5]",687.138
112,"[[26, 104], [26, 108], [34, 108], [34, 104]]","[30.0, 106.0]",182.913
113,"[[36, 104], [36, 108], [45, 108], [45, 104]]","[40.5, 106.0]",131.894
114,"[[47, 104], [47, 108], [52, 108], [52, 104]]","[49.5, 106.0]",61.3006
115,"[[54, 104], [54, 108], [57, 108], [57, 104]]","[55.5, 106.0]",231.604
116,"[[59, 104], [59, 108], [61, 108], [61, 104]]","[60.0, 106.0]",216.73
117,"[[63, 104], [63, 108], [65, 108], [65, 104]]","[64.0, 106.0]",182.53
118,"[[67, 104], [67, 108], [69, 108], [69, 104]]","[68.0, 106.0]",164.636
119,"[[71, 104], [71, 108], [73, 108], [73, 104]]","[72.0, 106.0]",164.636
120,"[[75, 104], [75, 108], [77, 108], [77, 104]]","[76.0, 106.0]",182.53
121,"[[79, 104], [79, 108], [81, 108], [81, 104]]","[80.0, 106.0]",216.73
122,"[[83, 104], [83, 108], [86, 108], [86, 104]]","[84.5, 106.0]",231.604
123,"[[88, 104], [88, 108], [93, 108], [93, 104]]","[90.5, 106.0]",61.3006
124,"[[95, 104], [95, 108], [104, 108], [104, 104]]","[99.5, 106.0]",131.894
125,"[[106, 104], [106, 108], [114, 108], [114, 104]]","[110.0, 106.0]",182.913
126,"[[21, 108], [21, 111], [24, 111], [24, 108]]","[22.5, 109.5]",664.879
127,"[[116, 108], [116, 111], [119, 111], [119, 108]]","[117.5, 109.5]",664.879
128,"[[26, 110], [26, 114], [34, 114], [34, 110]]","[30.0, 112.0]",179.204
129,"[[36, 110], [36, 114], [45, 114], [45, 110]]","[40.5, 112.0]",130.627
130,"[[47, 110], [47, 114], [52, 114], [52, 110]]","[49.5, 112.0]",60.6874
131,"[[54, 110], [54, 114], [57, 114], [57, 110]]","[55.5, 112.0]",246.596
132,"[[59, 110], [59, 114], [61, 114], [61, 110]]","[60.0, 112.0]",234.673
