cell,corners,centroid,auxin
60,"[[21, 83], [21, 88], [24, 88], [24, 83]]","[22.5, 85.5]",680.293
61,"[[26, 83], [26, 86], [34, 86], [34, 83]]","[30.0, 84.5]",148.806
62,"[[36, 83], [36, 86], [45, 86], [45, 83]]","[40.5, 84.5]",123.384
63,"[[47, 83], [47, 86], [52, 86], [52, 83]]","[49.5, 84.5]",81.6396
64,"[[54, 83], [54, 86], [57, 86], [57, 83]]","[55.5, 84.5]",340.195
65,"[[59, 83], [59, 86], [61, 86], [61, 83]]","[60.0, 84.5]",296.51
66,"[[63, 83], [63, 86], [65, 86], [65, 83]]","[64.0, 84.5]",239.92
67,"[[67, 83], [67, 86], [69, 86], [69, 83]]","[68.0, 84.5]",240.752
68,"[[71, 83], [71, 86], [73, 86], [73, 83]]","[72.0, 84.5]",240.752
69,"[[75, 83], [75, 86], [77, 86], [77, 83]]","[76.0, 84.5]",239.92
70,"[[79, 83], [79, 86], [81, 86], [81, 83]]","[80.0, 84.5]",296.51
71,"[[83, 83], [83, 86], [86, 86], [86, 83]]","[84.5, 84.5]",340.195
72,"[[88, 83], [88, 86], [93, 86], [93, 83]]","[90.5, 84.5]",81.6396
73,"[[95, 83], [95, 86], [104, 86], [104, 83]]","[99.5, 84.5]",123.384
74,"[[106, 83], [106, 86], [114, 86], [114, 83]]","[110.0, 84.5]",148.806
75,"[[116, 83], [116, 88], [119, 88], [119, 83]]","[117.5, 85.5]",680.293
76,"[[26, 88], [26, 91], [34, 91], [34, 88]]","[30.0, 89.5]",161.071
77,"[[36, 88], [36, 91], [45, 91], [45, 88]]","[40.5, 89.5]",120.753
78,"[[47, 88], [47, 91], [52, 91], [52, 88]]","[49.5, 89.5]",58.6705
79,"[[54, 88], [54, 91], [57, 91], [57, 88]]","[55.5, 89.5]",265.115
80,"[[59, 88], [59, 91], [61, 91], [61, 88]]","[60.0, 89.5]",236.844
81,"[[63, 88], [63, 91], [65, 91], [65, 88]]","[64.0, 89.5]",198.067
82,"[[67, 88], [67, 91], [69, 91], [69, 88]]","[68.0, 89.5]",179.641
83,"[[71, 88], [71, 91], [73, 91], [73, 88]]","[72.0, 89.5]",179.641
84,"[[75, 88], [75, 91], [77, 91], [77, 88]]","[76.0, 89.5]",198.067
85,"[[79, 88], [79, 91], [81, 91], [81, 88]]","[80.0, 89.5]",236.844
86,"[[83, 88], [83, 91], [86, 91], [86, 88]]","[84.5, 89.5]",265.115
87,"[[88, 88], [88, 91], [93, 91], [93, 88]]","[90.5, 89.5]",58.6705
88,"[[95, 88], [95, 91], [104, 91], [104, 88]]","[99.5, 89.5]",120.753
89,"[[106, 88], [106, 91], [114, 91], [114, 88]]","[110.0, 89.5]",161.071
90,"[[21, 90], [21, 95], [24, 95], [24, 90]]","[22.5, 92.5]",632.87
91,"[[116, 90], [116, 95], [119, 95], [119, 90]]","[117.5, 92.5]",632.87
92,"[[26, 93], [26, 96], [34, 96], [34, 93]]","[30.0, 94.5]",174.816
93,"[[36, 93], [36, 96], [45, 96], [45, 93]]","[40.5, 94.5]",121.717
94,"[[47, 93], [47, 96], [52, 96], [52, 93]]","[49.5, 94.5]",56.9225
95,"[[54, 93], [54, 96], [57, 96], [57, 93]]","[55.5, 94.5]",250.754
96,"[[59, 93], [59, 96], [61, 96], [61, 93]]","[60.0, 94.5]",225.148
97,"[[63, 93], [63, 96], [65, 96], [65, 93]]","[64.0, 94.5]",187.635
98,"[[67, 93], [67, 96], [69, 96], [69, 93]]","[68.0, 94.5]",167.92
99,"[[71, 93], [71, 96], [73, 96], [73, 93]]","[72.0, 94.5]",167.92
100,"[[75, 93], [75, 96], [77, 96], [77, 93]]","[76.0, 94.5]",187.635
101,"[[79, 93], [79, 96], [81, 96], [81, 93]]","[80.0, 94.5]",225.148
102,"[[83, 93], [83, 96], [86, 96], [86, 93]]","[84.5, 94.5]",250.754
103,"[[88, 93], [88, 96], [93, 96], [93, 93]]","[90.5, 94.5]",56.9225
104,"[[95, 93], [95, 96], [104, 96], [104, 93]]","[99.5, 94.5]",121.717
105,"[[106, 93], [106, 96], [114, 96], [114, 93]]","[110.0, 94.5]",174.816
106,"[[21, 97], [21, 102], [24, 102], [24, 97]]","[22.5, 99.5]",589.776
107,"[[116, 97], [116, 102], [119, 102], [119, 97]]","[117.5, 99.5]",589.776
108,"[[26, 98], [26, 102], [34, 102], [34, 98]]","[30.0, 100.0]",176.759
109,"[[36, 98], [36, 102], [45, 102], [45, 98]]","[40.5, 100.0]",123.096
110,"[[47, 98], [47, 102], [52, 102], [52, 98]]","[49.5, 100.0]",56.8052
111,"[[54, 98], [54, 102], [57, 102], [57, 98]]","[55.5, 100.0]",235.072
112,"[[59, 98], [59, 102], [61, 102], [61, 98]]","[60.0, 100.0]",213.421
113,"[[63, 98], [63, 102], [65, 102], [65, 98]]","[64.0, 100.0]",177.29
114,"[[67, 98], [67, 102], [69, 102], [69, 98]]","[68.0, 100.0]",159.423
115,"[[71, 98], [71, 102], [73, 102], [73, 98]]","[72.0, 100.0]",159.423
116,"[[75, 98], [75, 102], [77, 102], [77, 98]]","[76.0, 100.0]",177.29
117,"[[79, 98], [79, 102], [81, 102], [81, 98]]","[80.0, 100.0]",213.421
