cell,corners,centroid,auxin
60,"[[21, 83], [21, 89], [24, 89], [24, 83]]","[22.5, 86.0]",828.774
61,"[[26, 83], [26, 88], [34, 88], [34, 83]]","[30.0, 85.5]",177.425
62,"[[36, 83], [36, 88], [45, 88], [45, 83]]","[40.5, 85.5]",148.197
63,"[[47, 83], [47, 88], [52, 88], [52, 83]]","[49.5, 85.5]",82.7018
64,"[[54, 83], [54, 88], [57, 88], [57, 83]]","[55.5, 85.5]",410.192
65,"[[59, 83], [59, 88], [61, 88], [61, 83]]","[60.0, 85.5]",377.788
66,"[[63, 83], [63, 88], [65, 88], [65, 83]]","[64.0, 85.5]",303.203
67,"[[67, 83], [67, 88], [69, 88], [69, 83]]","[68.0, 85.5]",298.11
68,"[[71, 83], [71, 88], [73, 88], [73, 83]]","[72.0, 85.5]",298.11
69,"[[75, 83], [75, 88], [77, 88], [77, 83]]","[76.0, 85.5]",303.203
70,"[[79, 83], [79, 88], [81, 88], [81, 83]]","[80.0, 85.5]",377.788
71,"[[83, 83], [83, 88], [86, 88], [86, 83]]","[84.5, 85.5]",410.192
72,"[[88, 83], [88, 88], [93, 88], [93, 83]]","[90.5, 85.5]",82.7018
73,"[[95, 83], [95, 88], [104, 88], [104, 83]]","[99.5, 85.5]",148.197
74,"[[106, 83], [106, 88], [114, 88], [114, 83]]","[110.0, 85.5]",177.425
75,"[[116, 83], [116, 89], [119, 89], [119, 83]]","[117.5, 86.0]",828.774
76,"[[26, 90], [26, 96], [34, 96], [34, 90]]","[30.0, 93.0]",188.91
77,"[[36, 90], [36, 96], [45, 96], [45, 90]]","[40.5, 93.0]",146.578
78,"[[47, 90], [47, 96], [52, 96], [52, 90]]","[49.5, 93.0]",58.3939
79,"[[54, 90], [54, 96], [57, 96], [57, 90]]","[55.5, 93.0]",311.117
80,"[[59, 90], [59, 96], [61, 96], [61, 90]]","[60.0, 93.0]",295.746
81,"[[63, 90], [63, 96], [65, 96], [65, 90]]","[64.0, 93.0]",241.059
82,"[[67, 90], [67, 96], [69, 96], [69, 90]]","[68.0, 93.0]",215.932
83,"[[71, 90], [71, 96], [73, 96], [73, 90]]","[72.0, 93.0]",215.932
84,"[[75, 90], [75, 96], [77, 96], [77, 90]]","[76.0, 93.0]",241.059
85,"[[79, 90], [79, 96], [81, 96], [81, 90]]","[80.0, 93.0]",295.746
86,"[[83, 90], [83, 96], [86, 96], [86, 90]]","[84.5, 93.0]",311.117
87,"[[88, 90], [88, 96], [93, 96], [93, 90]]","[90.5, 93.0]",58.3939
88,"[[95, 90], [95, 96], [104, 96], [104, 90]]","[99.5, 93.0]",146.578
89,"[[106, 90], [106, 96], [114, 96], [114, 90]]","[110.0, 93.0]",188.91
90,"[[21, 91], [21, 97], [24, 97], [24, 91]]","[22.5, 94.0]",770.848
91,"[[116, 91], [116, 97], [119, 97], [119, 91]]","[117.5, 94.0]",770.848
92,"[[26, 98], [26, 105], [34, 105], [34, 98]]","[30.0, 101.5]",215.146
93,"[[36, 98], [36, 105], [45, 105], [45, 98]]","[40.5, 101.5]",150.672
94,"[[47, 98], [47, 105], [52, 105], [52, 98]]","[49.5, 101.5]",59.2718
95,"[[54, 98], [54, 105], [57, 105], [57, 98]]","[55.5, 101.5]",300.938
96,"[[59, 98], [59, 105], [61, 105], [61, 98]]","[60.0, 101.5]",283.555
97,"[[63, 98], [63, 105], [65, 105], [65, 98]]","[64.0, 101.5]",232.313
98,"[[67, 98], [67, 105], [69, 105], [69, 98]]","[68.0, 101.5]",209.865
99,"[[71, 98], [71, 105], [73, 105], [73, 98]]","[72.0, 101.5]",209.865
100,"[[75, 98], [75, 105], [77, 105], [77, 98]]","[76.0, 101.5]",232.313
101,"[[79, 98], [79, 105], [81, 105], [81, 98]]","[80.0, 101.5]",283.555
102,"[[83, 98], [83, 105], [86, 105], [86, 98]]","[84.5, 101.5]",300.938
103,"[[88, 98], [88, 105], [93, 105], [93, 98]]","[90.5, 101.5]",59.2718
104,"[[95, 98], [95, 105], [104, 105], [104, 98]]","[99.5, 101.5]",150.672
105,"[[106, 98], [106, 105], [114, 105], [114, 98]]","[110.0, 101.5]",215.146
106,"[[21, 99], [21, 105], [24, 105], [24, 99]]","[22.5, 102.0]",690.64
107,"[[116, 99], [116, 105], [119, 105], [119, 99]]","[117.5, 102.0]",690.64
108,"[[21, 107], [21, 112], [24, 112], [24, 107]]","[22.5, 109.5]",643.208
109,"[[26, 107], [26, 110], [34, 110], [34, 107]]","[30.0, 108.5]",184.81
110,"[[36, 107], [36, 110], [45, 110], [45, 107]]","[40.5, 108.5]",130.715
111,"[[47, 107], [47, 110], [52, 110], [52, 107]]","[49.5, 108.5]",63.791
112,"[[54, 107], [54, 110], [57, 110], [57, 107]]","[55.5, 108.5]",213.907
